rho,u,p
0.681854,0.436197,0.585011
0.681647,0.436529,0.584763
0.68144,0.436862,0.584514
0.681234,0.437194,0.584266
0.681027,0.437526,0.584018
0.680821,0.437858,0.583771
0.680614,0.43819,0.583523
0.680408,0.438523,0.583275
0.680201,0.438855,0.583028
0.679995,0.439187,0.58278
0.679789,0.439519,0.582533
0.679583,0.439851,0.582285
0.679376,0.440184,0.582038
0.67917,0.440516,0.581791
0.678964,0.440848,0.581544
0.678758,0.44118,0.581297
0.678552,0.441513,0.58105
0.678346,0.441845,0.580803
0.67814,0.442177,0.580557
0.677935,0.442509,0.58031
0.677729,0.442841,0.580063
0.677523,0.443174,0.579817
0.677317,0.443506,0.579571
0.677112,0.443838,0.579324
0.676906,0.44417,0.579078
0.676701,0.444503,0.578832
0.676495,0.444835,0.578586
0.67629,0.445167,0.57834
0.676084,0.445499,0.578094
0.675879,0.445831,0.577849
0.675674,0.446164,0.577603
0.675469,0.446496,0.577358
0.675263,0.446828,0.577112
0.675058,0.44716,0.576867
0.674853,0.447493,0.576621
0.674648,0.447825,0.576376
0.674443,0.448157,0.576131
0.674238,0.448489,0.575886
0.674033,0.448822,0.575641
0.673829,0.449154,0.575396
0.673624,0.449486,0.575152
0.673419,0.449818,0.574907
0.673214,0.45015,0.574663
0.67301,0.450483,0.574418
0.672805,0.450815,0.574174
0.672601,0.451147,0.573929
0.672396,0.451479,0.573685
0.672192,0.451812,0.573441
0.671987,0.452144,0.573197
0.671783,0.452476,0.572953
0.671579,0.452808,0.572709
0.671374,0.453141,0.572465
0.67117,0.453473,0.572222
0.670966,0.453805,0.571978
0.670762,0.454137,0.571735
0.670558,0.45447,0.571491
0.670354,0.454802,0.571248
0.67015,0.455134,0.571005
0.669946,0.455466,0.570762
0.669742,0.455798,0.570519
0.669539,0.456131,0.570276
0.669335,0.456463,0.570033
0.669131,0.456795,0.56979
0.668927,0.457127,0.569547
0.668724,0.45746,0.569305
0.66852,0.457792,0.569062
0.668317,0.458124,0.56882
0.668113,0.458456,0.568577
0.66791,0.458789,0.568335
0.667707,0.459121,0.568093
0.667503,0.459453,0.567851
0.6673,0.459785,0.567609
0.667097,0.460118,0.567367
0.666894,0.46045,0.567125
0.666691,0.460782,0.566883
0.666488,0.461114,0.566642
0.666285,0.461447,0.5664
0.666082,0.461779,0.566159
0.665879,0.462111,0.565917
0.665676,0.462443,0.565676
0.665473,0.462776,0.565435
0.66527,0.463108,0.565194
0.665068,0.46344,0.564953
0.664865,0.463772,0.564712
0.664662,0.464105,0.564471
0.66446,0.464437,0.56423
0.664257,0.464769,0.563989
0.664055,0.465101,0.563749
0.663852,0.465434,0.563508
0.66365,0.465766,0.563268
0.663448,0.466098,0.563028
0.663245,0.46643,0.562787
0.663043,0.466763,0.562547
0.662841,0.467095,0.562307
0.662639,0.467427,0.562067
0.662437,0.46776,0.561827
0.662235,0.468092,0.561588
0.662033,0.468424,0.561348
0.661831,0.468756,0.561108
0.661629,0.469089,0.560869
0.661427,0.469421,0.560629
0.661225,0.469753,0.56039
0.661024,0.470085,0.560151
0.660822,0.470418,0.559911
0.66062,0.47075,0.559672
0.660419,0.471082,0.559433
0.660217,0.471414,0.559194
0.660016,0.471747,0.558955
0.659814,0.472079,0.558717
0.659613,0.472411,0.558478
0.659412,0.472743,0.55824
0.65921,0.473076,0.558001
0.659009,0.473408,0.557763
0.658808,0.47374,0.557524
0.658607,0.474073,0.557286
0.658406,0.474405,0.557048
0.658205,0.474737,0.55681
0.658004,0.475069,0.556572
0.657803,0.475402,0.556334
0.657602,0.475734,0.556096
0.657401,0.476066,0.555859
0.6572,0.476398,0.555621
0.656999,0.476731,0.555383
0.656799,0.477063,0.555146
0.656598,0.477395,0.554909
0.656397,0.477727,0.554671
0.656197,0.47806,0.554434
0.655996,0.478392,0.554197
0.655796,0.478724,0.55396
0.655595,0.479057,0.553723
0.655395,0.479389,0.553486
0.655195,0.479721,0.553249
0.654994,0.480053,0.553013
0.654794,0.480386,0.552776
0.654594,0.480718,0.55254
0.654394,0.48105,0.552303
0.654194,0.481382,0.552067
0.653994,0.481715,0.551831
0.653794,0.482047,0.551595
0.653594,0.482379,0.551359
0.653394,0.482712,0.551123
0.653194,0.483044,0.550887
0.652995,0.483376,0.550651
0.652795,0.483708,0.550415
0.652595,0.484041,0.55018
0.652395,0.484373,0.549944
0.652196,0.484705,0.549709
0.651996,0.485037,0.549473
0.651797,0.48537,0.549238
0.651597,0.485702,0.549003
0.651398,0.486034,0.548768
0.651199,0.486367,0.548533
0.650999,0.486699,0.548298
0.6508,0.487031,0.548063
0.650601,0.487363,0.547828
0.650402,0.487696,0.547593
0.650203,0.488028,0.547359
0.650004,0.48836,0.547124
0.649805,0.488693,0.54689
0.649606,0.489025,0.546655
0.649407,0.489357,0.546421
0.649208,0.489689,0.546187
0.649009,0.490022,0.545953
0.64881,0.490354,0.545719
0.648612,0.490686,0.545485
0.648413,0.491019,0.545251
0.648214,0.491351,0.545017
0.648016,0.491683,0.544784
0.647817,0.492015,0.54455
0.647619,0.492348,0.544317
0.647421,0.49268,0.544083
0.647222,0.493012,0.54385
0.647024,0.493344,0.543617
0.646826,0.493677,0.543384
0.646627,0.494009,0.543151
0.646429,0.494341,0.542918
0.646231,0.494674,0.542685
0.646033,0.495006,0.542452
0.645835,0.495338,0.542219
0.645637,0.49567,0.541987
0.645439,0.496003,0.541754
0.645241,0.496335,0.541522
0.645043,0.496667,0.541289
0.644846,0.497,0.541057
0.644648,0.497332,0.540825
0.64445,0.497664,0.540593
0.644252,0.497996,0.540361
0.644055,0.498329,0.540129
0.643857,0.498661,0.539897
0.64366,0.498993,0.539665
0.643462,0.499326,0.539433
0.643265,0.499658,0.539202
0.643068,0.49999,0.53897
0.64287,0.500323,0.538739
0.642673,0.500655,0.538507
0.642476,0.500987,0.538276
0.642279,0.501319,0.538045
0.642082,0.501652,0.537814
0.641885,0.501984,0.537583
0.641688,0.502316,0.537352
0.641491,0.502649,0.537121
0.641294,0.502981,0.53689
0.641097,0.503313,0.53666
0.6409,0.503645,0.536429
0.640703,0.503978,0.536199
0.640506,0.50431,0.535968
0.64031,0.504642,0.535738
0.640113,0.504975,0.535508
0.639917,0.505307,0.535278
0.63972,0.505639,0.535047
0.639524,0.505971,0.534817
0.639327,0.506304,0.534588
0.639131,0.506636,0.534358
0.638934,0.506968,0.534128
0.638738,0.507301,0.533898
0.638542,0.507633,0.533669
0.638346,0.507965,0.533439
0.63815,0.508297,0.53321
0.637953,0.50863,0.532981
0.637757,0.508962,0.532751
0.637561,0.509294,0.532522
0.637365,0.509627,0.532293
0.63717,0.509959,0.532064
0.636974,0.510291,0.531835
0.636778,0.510624,0.531606
0.636582,0.510956,0.531378
0.636386,0.511288,0.531149
0.636191,0.51162,0.530921
0.635995,0.511953,0.530692
0.6358,0.512285,0.530464
0.635604,0.512617,0.530235
0.635409,0.51295,0.530007
0.635213,0.513282,0.529779
0.635018,0.513614,0.529551
0.634822,0.513946,0.529323
0.634627,0.514279,0.529095
0.634432,0.514611,0.528867
0.634237,0.514943,0.52864
0.634042,0.515276,0.528412
0.633846,0.515608,0.528184
0.633651,0.51594,0.527957
0.633456,0.516273,0.52773
0.633261,0.516605,0.527502
0.633067,0.516937,0.527275
0.632872,0.517269,0.527048
0.632677,0.517602,0.526821
0.632482,0.517934,0.526594
0.632287,0.518266,0.526367
0.632093,0.518599,0.52614
0.631898,0.518931,0.525914
0.631704,0.519263,0.525687
0.631509,0.519596,0.52546
0.631315,0.519928,0.525234
0.63112,0.52026,0.525008
0.630926,0.520592,0.524781
0.630732,0.520925,0.524555
0.630537,0.521257,0.524329
0.630343,0.521589,0.524103
0.630149,0.521922,0.523877
0.629955,0.522254,0.523651
0.629761,0.522586,0.523425
0.629567,0.522918,0.5232
0.629373,0.523251,0.522974
0.629179,0.523583,0.522748
0.628985,0.523915,0.522523
0.628791,0.524248,0.522298
0.628597,0.52458,0.522072
0.628403,0.524912,0.521847
0.62821,0.525245,0.521622
0.628016,0.525577,0.521397
0.627822,0.525909,0.521172
0.627629,0.526241,0.520947
0.627435,0.526574,0.520722
0.627242,0.526906,0.520498
0.627049,0.527238,0.520273
0.626855,0.527571,0.520049
0.626662,0.527903,0.519824
0.626469,0.528235,0.5196
0.626275,0.528568,0.519375
0.626082,0.5289,0.519151
0.625889,0.529232,0.518927
0.625696,0.529564,0.518703
0.625503,0.529897,0.518479
0.62531,0.530229,0.518255
0.625117,0.530561,0.518031
0.624924,0.530894,0.517808
0.624731,0.531226,0.517584
0.624538,0.531558,0.517361
0.624346,0.531891,0.517137
0.624153,0.532223,0.516914
0.62396,0.532555,0.51669
0.623768,0.532887,0.516467
0.623575,0.53322,0.516244
0.623383,0.533552,0.516021
0.62319,0.533884,0.515798
0.622998,0.534217,0.515575
0.622805,0.534549,0.515352
0.622613,0.534881,0.51513
0.622421,0.535214,0.514907
0.622229,0.535546,0.514684
0.622036,0.535878,0.514462
0.621844,0.53621,0.51424
0.621652,0.536543,0.514017
0.62146,0.536875,0.513795
0.621268,0.537207,0.513573
0.621076,0.53754,0.513351
0.620884,0.537872,0.513129
0.620693,0.538204,0.512907
0.620501,0.538536,0.512685
0.620309,0.538869,0.512463
0.620117,0.539201,0.512242
0.619926,0.539533,0.51202
0.619734,0.539866,0.511799
0.619542,0.540198,0.511577
0.619351,0.54053,0.511356
0.619159,0.540863,0.511135
0.618968,0.541195,0.510914
0.618777,0.541527,0.510693
0.618585,0.541859,0.510472
0.618394,0.542192,0.510251
0.618203,0.542524,0.51003
0.618012,0.542856,0.509809
0.617821,0.543189,0.509588
0.617629,0.543521,0.509368
0.617438,0.543853,0.509147
0.617247,0.544186,0.508927
0.617056,0.544518,0.508707
0.616866,0.54485,0.508486
0.616675,0.545182,0.508266
0.616484,0.545515,0.508046
0.616293,0.545847,0.507826
0.616102,0.546179,0.507606
0.615912,0.546512,0.507386
0.615721,0.546844,0.507167
0.615531,0.547176,0.506947
0.61534,0.547509,0.506727
0.61515,0.547841,0.506508
0.614959,0.548173,0.506288
0.614769,0.548505,0.506069
0.614578,0.548838,0.50585
0.614388,0.54917,0.505631
0.614198,0.549502,0.505411
0.614008,0.549835,0.505192
0.613818,0.550167,0.504973
0.613628,0.550499,0.504755
0.613437,0.550831,0.504536
0.613247,0.551164,0.504317
0.613058,0.551496,0.504098
0.612868,0.551828,0.50388
0.612678,0.552161,0.503661
0.612488,0.552493,0.503443
0.612298,0.552825,0.503225
0.612108,0.553158,0.503007
0.611919,0.55349,0.502788
0.611729,0.553822,0.50257
0.61154,0.554154,0.502352
0.61135,0.554487,0.502135
0.611161,0.554819,0.501917
0.610971,0.555151,0.501699
0.610782,0.555484,0.501481
0.610592,0.555816,0.501264
0.610403,0.556148,0.501046
0.610214,0.55648,0.500829
0.610025,0.556813,0.500612
0.609836,0.557145,0.500394
0.609646,0.557477,0.500177
0.609457,0.55781,0.49996
0.609268,0.558142,0.499743
0.609079,0.558474,0.499526
0.60889,0.558806,0.499309
0.608702,0.559139,0.499093
0.608513,0.559471,0.498876
0.608324,0.559803,0.498659
0.608135,0.560136,0.498443
0.607947,0.560468,0.498226
0.607758,0.5608,0.49801
0.607569,0.561132,0.497794
0.607381,0.561465,0.497578
0.607192,0.561797,0.497361
0.607004,0.562129,0.497145
0.606815,0.562462,0.496929
0.606627,0.562794,0.496714
0.606439,0.563126,0.496498
0.606251,0.563458,0.496282
0.606062,0.563791,0.496067
0.605874,0.564123,0.495851
0.605686,0.564455,0.495636
0.605498,0.564788,0.49542
0.60531,0.56512,0.495205
0.605122,0.565452,0.49499
0.604934,0.565784,0.494774
0.604746,0.566117,0.494559
0.604558,0.566449,0.494344
0.604371,0.566781,0.494129
0.604183,0.567114,0.493915
0.603995,0.567446,0.4937
0.603807,0.567778,0.493485
0.60362,0.56811,0.493271
0.603432,0.568443,0.493056
0.603245,0.568775,0.492842
0.603057,0.569107,0.492627
0.60287,0.56944,0.492413
0.602682,0.569772,0.492199
0.602495,0.570104,0.491985
0.602308,0.570436,0.491771
0.602121,0.570769,0.491557
0.601933,0.571101,0.491343
0.601746,0.571433,0.491129
0.601559,0.571766,0.490916
0.601372,0.572098,0.490702
0.601185,0.57243,0.490488
0.600998,0.572762,0.490275
0.600811,0.573095,0.490062
0.600624,0.573427,0.489848
0.600438,0.573759,0.489635
0.600251,0.574091,0.489422
0.600064,0.574424,0.489209
0.599878,0.574756,0.488996
0.599691,0.575088,0.488783
0.599504,0.575421,0.48857
0.599318,0.575753,0.488357
0.599131,0.576085,0.488145
0.598945,0.576417,0.487932
0.598758,0.57675,0.48772
0.598572,0.577082,0.487507
0.598386,0.577414,0.487295
0.5982,0.577747,0.487083
0.598013,0.578079,0.48687
0.597827,0.578411,0.486658
0.597641,0.578743,0.486446
0.597455,0.579076,0.486234
0.597269,0.579408,0.486022
0.597083,0.57974,0.485811
0.596897,0.580072,0.485599
0.596711,0.580405,0.485387
0.596525,0.580737,0.485176
0.59634,0.581069,0.484964
0.596154,0.581401,0.484753
0.595968,0.581734,0.484542
0.595783,0.582066,0.48433
0.595597,0.582398,0.484119
0.595411,0.582731,0.483908
0.595226,0.583063,0.483697
0.59504,0.583395,0.483486
0.594855,0.583727,0.483275
0.59467,0.58406,0.483065
0.594484,0.584392,0.482854
0.594299,0.584724,0.482643
0.594114,0.585056,0.482433
0.593929,0.585389,0.482222
0.593744,0.585721,0.482012
0.593558,0.586053,0.481802
0.593373,0.586385,0.481592
0.593188,0.586718,0.481381
0.593003,0.58705,0.481171
0.592819,0.587382,0.480961
0.592634,0.587715,0.480752
0.592449,0.588047,0.480542
0.592264,0.588379,0.480332
0.592079,0.588711,0.480122
0.591895,0.589044,0.479913
0.59171,0.589376,0.479703
0.591526,0.589708,0.479494
0.591341,0.59004,0.479284
0.591156,0.590373,0.479075
0.590972,0.590705,0.478866
0.590788,0.591037,0.478657
0.590603,0.591369,0.478448
0.590419,0.591702,0.478239
0.590235,0.592034,0.47803
0.590051,0.592366,0.477821
0.589866,0.592698,0.477613
0.589682,0.593031,0.477404
0.589498,0.593363,0.477195
0.589314,0.593695,0.476987
0.58913,0.594027,0.476779
0.588946,0.59436,0.47657
0.588762,0.594692,0.476362
0.588579,0.595024,0.476154
0.588395,0.595356,0.475946
0.588211,0.595689,0.475738
0.588027,0.596021,0.47553
0.587844,0.596353,0.475322
0.58766,0.596685,0.475114
0.587476,0.597018,0.474907
0.587293,0.59735,0.474699
0.58711,0.597682,0.474491
0.586926,0.598014,0.474284
0.586743,0.598347,0.474077
0.586559,0.598679,0.473869
0.586376,0.599011,0.473662
0.586193,0.599343,0.473455
0.58601,0.599676,0.473248
0.585827,0.600008,0.473041
0.585643,0.60034,0.472834
0.58546,0.600672,0.472627
0.585277,0.601004,0.47242
0.585094,0.601337,0.472214
0.584911,0.601669,0.472007
0.584729,0.602001,0.471801
0.584546,0.602333,0.471594
0.584363,0.602666,0.471388
0.58418,0.602998,0.471181
0.583998,0.60333,0.470975
0.583815,0.603662,0.470769
0.583632,0.603995,0.470563
0.58345,0.604327,0.470357
0.583267,0.604659,0.470151
0.583085,0.604991,0.469945
0.582902,0.605323,0.46974
0.58272,0.605656,0.469534
0.582538,0.605988,0.469328
0.582356,0.60632,0.469123
0.582173,0.606652,0.468917
0.581991,0.606985,0.468712
0.581809,0.607317,0.468507
0.581627,0.607649,0.468302
0.581445,0.607981,0.468096
0.581263,0.608314,0.467891
0.581081,0.608646,0.467686
0.580899,0.608978,0.467482
0.580717,0.60931,0.467277
0.580535,0.609642,0.467072
0.580354,0.609975,0.466867
0.580172,0.610307,0.466663
0.57999,0.610639,0.466458
0.579809,0.610971,0.466254
0.579627,0.611303,0.466049
0.579445,0.611636,0.465845
0.579264,0.611968,0.465641
0.579083,0.6123,0.465437
0.578901,0.612632,0.465233
0.57872,0.612965,0.465029
0.578538,0.613297,0.464825
0.578357,0.613629,0.464621
0.578176,0.613961,0.464417
0.577995,0.614293,0.464214
0.577814,0.614626,0.46401
0.577633,0.614958,0.463807
0.577452,0.61529,0.463603
0.577271,0.615622,0.4634
0.57709,0.615954,0.463197
0.576909,0.616287,0.462994
0.576728,0.616619,0.46279
0.576547,0.616951,0.462587
0.576366,0.617283,0.462384
0.576186,0.617615,0.462182
0.576005,0.617948,0.461979
0.575824,0.61828,0.461776
0.575644,0.618612,0.461573
0.575463,0.618944,0.461371
0.575283,0.619276,0.461168
0.575102,0.619609,0.460966
0.574922,0.619941,0.460763
0.574742,0.620273,0.460561
0.574561,0.620605,0.460359
0.574381,0.620937,0.460157
0.574201,0.62127,0.459955
0.574021,0.621602,0.459753
0.573841,0.621934,0.459551
0.573661,0.622266,0.459349
0.573481,0.622598,0.459147
0.573301,0.62293,0.458946
0.573121,0.623263,0.458744
0.572941,0.623595,0.458543
0.572761,0.623927,0.458341
0.572581,0.624259,0.45814
0.572401,0.624591,0.457939
0.572222,0.624924,0.457737
0.572042,0.625256,0.457536
0.571862,0.625588,0.457335
0.571683,0.62592,0.457134
0.571503,0.626252,0.456933
0.571324,0.626584,0.456733
0.571144,0.626917,0.456532
0.570965,0.627249,0.456331
0.570786,0.627581,0.456131
0.570606,0.627913,0.45593
0.570427,0.628245,0.45573
0.570248,0.628577,0.455529
0.570069,0.62891,0.455329
0.56989,0.629242,0.455129
0.569711,0.629574,0.454929
0.569532,0.629906,0.454729
0.569353,0.630238,0.454529
0.569174,0.63057,0.454329
0.568995,0.630903,0.454129
0.568816,0.631235,0.453929
0.568637,0.631567,0.45373
0.568458,0.631899,0.45353
0.56828,0.632231,0.45333
0.568101,0.632563,0.453131
0.567922,0.632896,0.452932
0.567744,0.633228,0.452732
0.567565,0.63356,0.452533
0.567387,0.633892,0.452334
0.567208,0.634224,0.452135
0.56703,0.634556,0.451936
0.566852,0.634888,0.451737
0.566673,0.635221,0.451538
0.566495,0.635553,0.451339
0.566317,0.635885,0.451141
0.566139,0.636217,0.450942
0.565961,0.636549,0.450744
0.565783,0.636881,0.450545
0.565605,0.637214,0.450347
0.565427,0.637546,0.450148
0.565249,0.637878,0.44995
0.565071,0.63821,0.449752
0.564893,0.638542,0.449554
0.564715,0.638874,0.449356
0.564537,0.639206,0.449158
0.56436,0.639538,0.44896
0.564182,0.639871,0.448762
0.564005,0.640203,0.448565
0.563827,0.640535,0.448367
0.563649,0.640867,0.448169
0.563472,0.641199,0.447972
0.563295,0.641531,0.447774
0.563117,0.641863,0.447577
0.56294,0.642195,0.44738
0.562763,0.642528,0.447183
0.562585,0.64286,0.446986
0.562408,0.643192,0.446789
0.562231,0.643524,0.446592
0.562054,0.643856,0.446395
0.561877,0.644188,0.446198
0.5617,0.64452,0.446001
0.561523,0.644852,0.445805
0.561346,0.645184,0.445608
0.561169,0.645517,0.445412
0.560992,0.645849,0.445215
0.560815,0.646181,0.445019
0.560639,0.646513,0.444822
0.560462,0.646845,0.444626
0.560285,0.647177,0.44443
0.560109,0.647509,0.444234
0.559932,0.647841,0.444038
0.559755,0.648173,0.443842
0.559579,0.648506,0.443646
0.559403,0.648838,0.443451
0.559226,0.64917,0.443255
0.55905,0.649502,0.443059
0.558874,0.649834,0.442864
0.558697,0.650166,0.442668
0.558521,0.650498,0.442473
0.558345,0.65083,0.442278
0.558169,0.651162,0.442082
0.557993,0.651494,0.441887
0.557817,0.651826,0.441692
0.557641,0.652158,0.441497
0.557465,0.652491,0.441302
0.557289,0.652823,0.441107
0.557113,0.653155,0.440913
0.556937,0.653487,0.440718
0.556762,0.653819,0.440523
0.556586,0.654151,0.440329
0.55641,0.654483,0.440134
0.556235,0.654815,0.43994
0.556059,0.655147,0.439746
0.555883,0.655479,0.439551
0.555708,0.655811,0.439357
0.555533,0.656143,0.439163
0.555357,0.656475,0.438969
0.555182,0.656807,0.438775
0.555006,0.657139,0.438581
0.554831,0.657472,0.438387
0.554656,0.657804,0.438194
0.554481,0.658136,0.438
0.554306,0.658468,0.437806
0.554131,0.6588,0.437613
0.553956,0.659132,0.437419
0.553781,0.659464,0.437226
0.553606,0.659796,0.437033
0.553431,0.660128,0.436839
0.553256,0.66046,0.436646
0.553081,0.660792,0.436453
0.552906,0.661124,0.43626
0.552732,0.661456,0.436067
0.552557,0.661788,0.435874
0.552382,0.66212,0.435682
0.552208,0.662452,0.435489
0.552033,0.662784,0.435296
0.551859,0.663116,0.435104
0.551684,0.663448,0.434911
0.55151,0.66378,0.434719
0.551336,0.664112,0.434527
0.551161,0.664444,0.434334
0.550987,0.664776,0.434142
0.550813,0.665108,0.43395
0.550639,0.66544,0.433758
0.550464,0.665772,0.433566
0.55029,0.666104,0.433374
0.550116,0.666436,0.433182
0.549942,0.666768,0.432991
0.549768,0.6671,0.432799
0.549594,0.667432,0.432607
0.549421,0.667764,0.432416
0.549247,0.668096,0.432224
0.549073,0.668428,0.432033
0.548899,0.66876,0.431842
0.548726,0.669092,0.431651
0.548552,0.669424,0.431459
0.548378,0.669756,0.431268
0.548205,0.670088,0.431077
0.548031,0.67042,0.430886
0.547858,0.670752,0.430696
0.547685,0.671084,0.430505
0.547511,0.671416,0.430314
0.547338,0.671748,0.430123
0.547165,0.67208,0.429933
0.546991,0.672412,0.429742
0.546818,0.672744,0.429552
0.546645,0.673076,0.429362
0.546472,0.673408,0.429171
0.546299,0.67374,0.428981
0.546126,0.674072,0.428791
0.545953,0.674404,0.428601
0.54578,0.674736,0.428411
0.545607,0.675068,0.428221
0.545434,0.6754,0.428031
0.545261,0.675732,0.427842
0.545089,0.676064,0.427652
0.544916,0.676396,0.427462
0.544743,0.676728,0.427273
0.544571,0.67706,0.427083
0.544398,0.677392,0.426894
0.544226,0.677723,0.426705
0.544053,0.678055,0.426515
0.543881,0.678387,0.426326
0.543708,0.678719,0.426137
0.543536,0.679051,0.425948
0.543364,0.679383,0.425759
0.543192,0.679715,0.42557
0.543019,0.680047,0.425382
0.542847,0.680379,0.425193
0.542675,0.680711,0.425004
0.542503,0.681043,0.424816
0.542331,0.681375,0.424627
0.542159,0.681707,0.424439
0.541987,0.682038,0.42425
0.541815,0.68237,0.424062
0.541643,0.682702,0.423874
0.541472,0.683034,0.423686
0.5413,0.683366,0.423498
0.541128,0.683698,0.42331
0.540957,0.68403,0.423122
0.540785,0.684362,0.422934
0.540613,0.684694,0.422746
0.540442,0.685026,0.422558
0.54027,0.685357,0.422371
0.540099,0.685689,0.422183
0.539928,0.686021,0.421996
0.539756,0.686353,0.421808
0.539585,0.686685,0.421621
0.539414,0.687017,0.421434
0.539242,0.687349,0.421246
0.539071,0.687681,0.421059
0.5389,0.688012,0.420872
0.538729,0.688344,0.420685
0.538558,0.688676,0.420498
0.538387,0.689008,0.420312
0.538216,0.68934,0.420125
0.538045,0.689672,0.419938
0.537874,0.690004,0.419752
0.537704,0.690335,0.419565
0.537533,0.690667,0.419379
0.537362,0.690999,0.419192
0.537191,0.691331,0.419006
0.537021,0.691663,0.41882
0.53685,0.691995,0.418633
0.53668,0.692326,0.418447
0.536509,0.692658,0.418261
0.536339,0.69299,0.418075
0.536168,0.693322,0.417889
0.535998,0.693654,0.417704
0.535828,0.693985,0.417518
0.535657,0.694317,0.417332
0.535487,0.694649,0.417147
0.535317,0.694981,0.416961
0.535147,0.695313,0.416776
0.534977,0.695645,0.41659
0.534807,0.695976,0.416405
0.534637,0.696308,0.41622
0.534467,0.69664,0.416035
0.534297,0.696972,0.415849
0.534127,0.697303,0.415664
0.533957,0.697635,0.41548
0.533787,0.697967,0.415295
0.533618,0.698299,0.41511
0.533448,0.698631,0.414925
0.533278,0.698962,0.41474
0.533109,0.699294,0.414556
0.532939,0.699626,0.414371
0.53277,0.699958,0.414187
0.5326,0.700289,0.414003
0.532431,0.700621,0.413818
0.532261,0.700953,0.413634
0.532092,0.701285,0.41345
0.531923,0.701616,0.413266
0.531753,0.701948,0.413082
0.531584,0.70228,0.412898
0.531415,0.702612,0.412714
0.531246,0.702943,0.41253
0.531077,0.703275,0.412346
0.530908,0.703607,0.412163
0.530739,0.703939,0.411979
0.53057,0.70427,0.411796
0.530401,0.704602,0.411612
0.530232,0.704934,0.411429
0.530063,0.705265,0.411246
0.529895,0.705597,0.411062
0.529726,0.705929,0.410879
0.529557,0.706261,0.410696
0.529389,0.706592,0.410513
0.52922,0.706924,0.41033
0.529052,0.707256,0.410147
0.528883,0.707587,0.409965
0.528715,0.707919,0.409782
0.528546,0.708251,0.409599
0.528378,0.708582,0.409417
0.52821,0.708914,0.409234
0.528041,0.709246,0.409052
0.527873,0.709577,0.408869
0.527705,0.709909,0.408687
0.527537,0.710241,0.408505
0.527369,0.710572,0.408323
0.527201,0.710904,0.408141
0.527033,0.711236,0.407959
0.526865,0.711567,0.407777
0.526697,0.711899,0.407595
0.526529,0.71223,0.407413
0.526361,0.712562,0.407231
0.526193,0.712894,0.40705
0.526026,0.713225,0.406868
0.525858,0.713557,0.406687
0.52569,0.713889,0.406505
0.525523,0.71422,0.406324
0.525355,0.714552,0.406143
0.525188,0.714883,0.405962
0.52502,0.715215,0.40578
0.524853,0.715547,0.405599
0.524686,0.715878,0.405418
0.524518,0.71621,0.405237
0.524351,0.716541,0.405057
0.524184,0.716873,0.404876
0.524017,0.717205,0.404695
0.523849,0.717536,0.404514
0.523682,0.717868,0.404334
0.523515,0.718199,0.404153
0.523348,0.718531,0.403973
0.523181,0.718862,0.403793
0.523014,0.719194,0.403612
0.522847,0.719525,0.403432
0.522681,0.719857,0.403252
0.522514,0.720189,0.403072
0.522347,0.72052,0.402892
0.52218,0.720852,0.402712
0.522014,0.721183,0.402532
0.521847,0.721515,0.402352
0.521681,0.721846,0.402173
0.521514,0.722178,0.401993
0.521348,0.722509,0.401813
0.521181,0.722841,0.401634
0.521015,0.723172,0.401454
0.520848,0.723504,0.401275
0.520682,0.723835,0.401096
0.520516,0.724167,0.400917
0.52035,0.724498,0.400737
0.520184,0.72483,0.400558
0.520017,0.725161,0.400379
0.519851,0.725493,0.4002
0.519685,0.725824,0.400022
0.519519,0.726155,0.399843
0.519353,0.726487,0.399664
0.519188,0.726818,0.399485
0.519022,0.72715,0.399307
0.518856,0.727481,0.399128
0.51869,0.727813,0.39895
0.518524,0.728144,0.398772
0.518359,0.728476,0.398593
0.518193,0.728807,0.398415
0.518028,0.729138,0.398237
0.517862,0.72947,0.398059
0.517697,0.729801,0.397881
0.517531,0.730133,0.397703
0.517366,0.730464,0.397525
0.5172,0.730795,0.397347
0.517035,0.731127,0.39717
0.51687,0.731458,0.396992
0.516705,0.731789,0.396814
0.516539,0.732121,0.396637
0.516374,0.732452,0.396459
0.516209,0.732784,0.396282
0.516044,0.733115,0.396105
0.515879,0.733446,0.395927
0.515714,0.733778,0.39575
0.515549,0.734109,0.395573
0.515384,0.73444,0.395396
0.51522,0.734772,0.395219
0.515055,0.735103,0.395042
0.51489,0.735434,0.394866
0.514726,0.735766,0.394689
0.514561,0.736097,0.394512
0.514396,0.736428,0.394336
0.514232,0.736759,0.394159
0.514067,0.737091,0.393983
0.513903,0.737422,0.393806
0.513738,0.737753,0.39363
0.513574,0.738085,0.393454
0.51341,0.738416,0.393278
0.513245,0.738747,0.393102
0.513081,0.739078,0.392925
0.512917,0.73941,0.39275
0.512753,0.739741,0.392574
0.512589,0.740072,0.392398
0.512425,0.740403,0.392222
0.512261,0.740734,0.392046
0.512097,0.741066,0.391871
0.511933,0.741397,0.391695
0.511769,0.741728,0.39152
0.511605,0.742059,0.391344
0.511441,0.74239,0.391169
0.511278,0.742722,0.390994
0.511114,0.743053,0.390819
0.51095,0.743384,0.390644
0.510787,0.743715,0.390469
0.510623,0.744046,0.390294
0.51046,0.744377,0.390119
0.510296,0.744709,0.389944
0.510133,0.74504,0.389769
0.509969,0.745371,0.389595
0.509806,0.745702,0.38942
