rho,u,p
0.42624,0.927453,0.30313
0.42624,0.927453,0.30313
0.42624,0.927453,0.30313
0.42624,0.927453,0.30313
0.42624,0.927453,0.30313
0.42624,0.927453,0.30313
0.42624,0.927453,0.30313
0.42624,0.927453,0.30313
0.42624,0.927453,0.30313
0.42624,0.927453,0.30313
0.42624,0.927453,0.30313
0.42624,0.927453,0.30313
0.42624,0.927453,0.30313
0.42624,0.927453,0.30313
0.42624,0.927453,0.30313
0.42624,0.927453,0.30313
0.42624,0.927453,0.30313
0.42624,0.927453,0.30313
0.426239,0.927453,0.30313
0.426239,0.927453,0.30313
0.426239,0.927453,0.30313
0.426239,0.927453,0.30313
0.426239,0.927453,0.30313
0.426239,0.927453,0.30313
0.426239,0.927453,0.30313
0.426239,0.927453,0.30313
0.426239,0.927453,0.30313
0.426239,0.927453,0.30313
0.426239,0.927453,0.30313
0.426239,0.927453,0.30313
0.426239,0.927453,0.30313
0.426239,0.927453,0.30313
0.426239,0.927453,0.30313
0.426239,0.927453,0.30313
0.426239,0.927453,0.30313
0.426239,0.927453,0.30313
0.426239,0.927453,0.30313
0.426239,0.927453,0.30313
0.426239,0.927453,0.30313
0.426239,0.927453,0.30313
0.426239,0.927453,0.30313
0.426239,0.927453,0.30313
0.426239,0.927453,0.30313
0.426239,0.927453,0.30313
0.426239,0.927453,0.30313
0.426238,0.927453,0.30313
0.426238,0.927453,0.30313
0.426238,0.927453,0.30313
0.426238,0.927453,0.30313
0.426238,0.927453,0.30313
0.426238,0.927453,0.30313
0.426238,0.927453,0.30313
0.426238,0.927453,0.30313
0.426238,0.927453,0.30313
0.426238,0.927453,0.30313
0.426238,0.927453,0.30313
0.426238,0.927453,0.30313
0.426238,0.927453,0.30313
0.426238,0.927453,0.30313
0.426238,0.927453,0.30313
0.426238,0.927453,0.30313
0.426238,0.927453,0.30313
0.426238,0.927453,0.30313
0.426238,0.927453,0.30313
0.426238,0.927453,0.30313
0.426238,0.927453,0.30313
0.426238,0.927453,0.30313
0.426238,0.927453,0.30313
0.426238,0.927453,0.30313
0.426238,0.927453,0.30313
0.426238,0.927453,0.30313
0.426237,0.927453,0.30313
0.426237,0.927453,0.30313
0.426237,0.927453,0.30313
0.426237,0.927453,0.30313
0.426237,0.927453,0.30313
0.426237,0.927453,0.30313
0.426237,0.927453,0.30313
0.426237,0.927453,0.30313
0.426237,0.927453,0.30313
0.426237,0.927453,0.30313
0.426237,0.927453,0.30313
0.426237,0.927453,0.30313
0.426237,0.927453,0.30313
0.426237,0.927453,0.30313
0.426237,0.927453,0.30313
0.426237,0.927453,0.30313
0.426237,0.927453,0.30313
0.426237,0.927453,0.30313
0.426237,0.927453,0.30313
0.426237,0.927453,0.30313
0.426237,0.927453,0.30313
0.426237,0.927453,0.30313
0.426237,0.927453,0.30313
0.426237,0.927453,0.30313
0.426237,0.927453,0.30313
0.426236,0.927453,0.30313
0.426236,0.927453,0.30313
0.426236,0.927453,0.30313
0.426236,0.927453,0.30313
0.426236,0.927453,0.30313
0.426236,0.927453,0.30313
0.426236,0.927453,0.30313
0.426236,0.927453,0.30313
0.426236,0.927453,0.30313
0.426236,0.927453,0.30313
0.426236,0.927453,0.30313
0.426236,0.927453,0.30313
0.426236,0.927453,0.30313
0.426236,0.927453,0.30313
0.426236,0.927453,0.30313
0.426236,0.927453,0.30313
0.426236,0.927453,0.30313
0.426236,0.927453,0.30313
0.426236,0.927453,0.30313
0.426236,0.927453,0.30313
0.426236,0.927453,0.30313
0.426236,0.927453,0.30313
0.426236,0.927453,0.30313
0.426236,0.927453,0.30313
0.426235,0.927453,0.30313
0.426235,0.927453,0.30313
0.426235,0.927453,0.30313
0.426235,0.927453,0.30313
0.426235,0.927453,0.30313
0.426235,0.927453,0.30313
0.426235,0.927453,0.30313
0.426235,0.927453,0.30313
0.426235,0.927453,0.30313
0.426235,0.927453,0.30313
0.426235,0.927453,0.30313
0.426235,0.927453,0.30313
0.426235,0.927453,0.30313
0.426235,0.927453,0.30313
0.426235,0.927453,0.30313
0.426235,0.927453,0.30313
0.426235,0.927453,0.30313
0.426235,0.927453,0.30313
0.426235,0.927453,0.30313
0.426235,0.927453,0.30313
0.426235,0.927453,0.30313
0.426235,0.927453,0.30313
0.426235,0.927453,0.30313
0.426235,0.927453,0.30313
0.426234,0.927453,0.30313
0.426234,0.927453,0.30313
0.426234,0.927453,0.30313
0.426234,0.927453,0.30313
0.426234,0.927453,0.30313
0.426234,0.927453,0.30313
0.426234,0.927453,0.30313
0.426234,0.927453,0.30313
0.426234,0.927453,0.30313
0.426234,0.927453,0.30313
0.426234,0.927453,0.30313
0.426234,0.927453,0.30313
0.426234,0.927453,0.30313
0.426234,0.927453,0.30313
0.426234,0.927453,0.30313
0.426234,0.927453,0.30313
0.426234,0.927453,0.30313
0.426234,0.927453,0.30313
0.426234,0.927453,0.30313
0.426234,0.927453,0.30313
0.426234,0.927453,0.30313
0.426234,0.927453,0.30313
0.426234,0.927453,0.30313
0.426234,0.927453,0.30313
0.426233,0.927453,0.30313
0.426233,0.927453,0.30313
0.426233,0.927453,0.30313
0.426233,0.927453,0.30313
0.426233,0.927453,0.30313
0.426233,0.927453,0.30313
0.426233,0.927453,0.30313
0.426233,0.927453,0.30313
0.426233,0.927453,0.30313
0.426233,0.927453,0.30313
0.426233,0.927453,0.30313
0.426233,0.927453,0.30313
0.426233,0.927453,0.30313
0.426233,0.927453,0.30313
0.426233,0.927453,0.30313
0.426233,0.927453,0.30313
0.426233,0.927453,0.30313
0.426233,0.927453,0.30313
0.426233,0.927453,0.30313
0.426233,0.927453,0.30313
0.426233,0.927453,0.30313
0.426233,0.927453,0.30313
0.426232,0.927453,0.30313
0.426232,0.927453,0.30313
0.426232,0.927453,0.30313
0.426232,0.927453,0.30313
0.426232,0.927453,0.30313
0.426232,0.927453,0.30313
0.426232,0.927453,0.30313
0.426232,0.927453,0.30313
0.426232,0.927453,0.30313
0.426232,0.927453,0.30313
0.426232,0.927453,0.30313
0.426232,0.927453,0.30313
0.426232,0.927453,0.30313
0.426232,0.927453,0.30313
0.426232,0.927453,0.30313
0.426232,0.927453,0.30313
0.426232,0.927453,0.30313
0.426232,0.927453,0.30313
0.426232,0.927453,0.30313
0.426232,0.927453,0.30313
0.426232,0.927453,0.30313
0.426232,0.927453,0.30313
0.426232,0.927453,0.30313
0.426231,0.927453,0.30313
0.426231,0.927453,0.30313
0.426231,0.927453,0.30313
0.426231,0.927453,0.30313
0.426231,0.927453,0.30313
0.426231,0.927453,0.30313
0.426231,0.927453,0.30313
0.426231,0.927453,0.30313
0.426231,0.927453,0.30313
0.426231,0.927453,0.30313
0.426231,0.927453,0.30313
0.426231,0.927453,0.30313
0.426231,0.927453,0.30313
0.426231,0.927453,0.30313
0.426231,0.927453,0.30313
0.426231,0.927453,0.30313
0.426231,0.927453,0.30313
0.426231,0.927453,0.30313
0.426231,0.927453,0.30313
0.426231,0.927453,0.30313
0.426231,0.927453,0.30313
0.42623,0.927453,0.30313
0.42623,0.927453,0.30313
0.42623,0.927453,0.30313
0.42623,0.927453,0.30313
0.42623,0.927453,0.30313
0.42623,0.927453,0.30313
0.42623,0.927453,0.30313
0.42623,0.927453,0.30313
0.42623,0.927453,0.30313
0.42623,0.927453,0.30313
0.42623,0.927453,0.30313
0.42623,0.927453,0.30313
0.42623,0.927453,0.30313
0.42623,0.927453,0.30313
0.42623,0.927453,0.30313
0.42623,0.927453,0.30313
0.42623,0.927453,0.30313
0.42623,0.927453,0.30313
0.42623,0.927453,0.30313
0.42623,0.927453,0.30313
0.42623,0.927453,0.30313
0.42623,0.927453,0.30313
0.426229,0.927453,0.30313
0.426229,0.927453,0.30313
0.426229,0.927453,0.30313
0.426229,0.927453,0.30313
0.426229,0.927453,0.30313
0.426229,0.927453,0.30313
0.426229,0.927453,0.30313
0.426229,0.927453,0.30313
0.426229,0.927453,0.30313
0.426229,0.927453,0.30313
0.426229,0.927453,0.30313
0.426229,0.927453,0.30313
0.426229,0.927453,0.30313
0.426229,0.927453,0.30313
0.426229,0.927453,0.30313
0.426229,0.927453,0.30313
0.426229,0.927453,0.30313
0.426229,0.927453,0.30313
0.426229,0.927453,0.30313
0.426229,0.927453,0.30313
0.426228,0.927453,0.30313
0.426228,0.927453,0.30313
0.426228,0.927453,0.30313
0.426228,0.927453,0.30313
0.426228,0.927453,0.30313
0.426228,0.927453,0.30313
0.426228,0.927453,0.30313
0.426228,0.927453,0.30313
0.426228,0.927453,0.30313
0.426228,0.927453,0.30313
0.426228,0.927453,0.30313
0.426228,0.927453,0.30313
0.426228,0.927453,0.30313
0.426228,0.927453,0.30313
0.426228,0.927453,0.30313
0.426228,0.927453,0.30313
0.426228,0.927453,0.30313
0.426228,0.927453,0.30313
0.426228,0.927453,0.30313
0.426228,0.927453,0.30313
0.426227,0.927453,0.30313
0.426227,0.927453,0.30313
0.426227,0.927453,0.30313
0.426227,0.927453,0.30313
0.426227,0.927453,0.30313
0.426227,0.927453,0.30313
0.426227,0.927453,0.30313
0.426227,0.927453,0.30313
0.426227,0.927453,0.30313
0.426227,0.927453,0.30313
0.426227,0.927453,0.30313
0.426227,0.927453,0.30313
0.426227,0.927453,0.30313
0.426227,0.927453,0.30313
0.426227,0.927453,0.30313
0.426227,0.927453,0.30313
0.426227,0.927453,0.30313
0.426227,0.927453,0.30313
0.426227,0.927453,0.30313
0.426227,0.927453,0.30313
0.426226,0.927453,0.30313
0.426226,0.927453,0.30313
0.426226,0.927453,0.30313
0.426226,0.927453,0.30313
0.426226,0.927453,0.30313
0.426226,0.927453,0.30313
0.426226,0.927453,0.30313
0.426226,0.927453,0.30313
0.426226,0.927453,0.30313
0.426226,0.927453,0.30313
0.426226,0.927453,0.30313
0.426226,0.927453,0.30313
0.426226,0.927453,0.30313
0.426226,0.927453,0.30313
0.426226,0.927453,0.30313
0.426226,0.927453,0.30313
0.426226,0.927453,0.30313
0.426226,0.927453,0.30313
0.426226,0.927453,0.30313
0.426226,0.927453,0.30313
0.426225,0.927453,0.30313
0.426225,0.927453,0.30313
0.426225,0.927453,0.30313
0.426225,0.927453,0.30313
0.426225,0.927453,0.30313
0.426225,0.927453,0.30313
0.426225,0.927453,0.30313
0.426225,0.927453,0.30313
0.426225,0.927453,0.30313
0.426225,0.927453,0.30313
0.426225,0.927453,0.30313
0.426225,0.927453,0.30313
0.426225,0.927453,0.30313
0.426225,0.927453,0.30313
0.426225,0.927453,0.30313
0.426225,0.927453,0.30313
0.426225,0.927453,0.30313
0.426225,0.927453,0.30313
0.426225,0.927453,0.30313
0.426224,0.927453,0.30313
0.426224,0.927453,0.30313
0.426224,0.927453,0.30313
0.426224,0.927453,0.30313
0.426224,0.927453,0.30313
0.426224,0.927453,0.30313
0.426224,0.927453,0.30313
0.426224,0.927453,0.30313
0.426224,0.927453,0.30313
0.426224,0.927453,0.30313
0.426224,0.927453,0.30313
0.426224,0.927453,0.30313
0.426224,0.927453,0.30313
0.426224,0.927453,0.30313
0.426224,0.927453,0.30313
0.426224,0.927453,0.30313
0.426224,0.927453,0.30313
0.426224,0.927453,0.30313
0.426223,0.927453,0.30313
0.426223,0.927453,0.30313
0.426223,0.927453,0.30313
0.426223,0.927453,0.30313
0.426223,0.927453,0.30313
0.426223,0.927453,0.30313
0.426223,0.927453,0.30313
0.426223,0.927453,0.30313
0.426223,0.927453,0.30313
0.426223,0.927453,0.30313
0.426223,0.927453,0.30313
0.426223,0.927453,0.30313
0.426223,0.927453,0.30313
0.426223,0.927453,0.30313
0.426223,0.927453,0.30313
0.426223,0.927453,0.30313
0.426223,0.927453,0.30313
0.426223,0.927453,0.30313
0.426222,0.927453,0.30313
0.426222,0.927453,0.30313
0.426222,0.927453,0.30313
0.426222,0.927453,0.30313
0.426222,0.927453,0.30313
0.426222,0.927453,0.30313
0.426222,0.927453,0.30313
0.426222,0.927453,0.30313
0.426222,0.927453,0.30313
0.426222,0.927453,0.30313
0.426222,0.927453,0.30313
0.426222,0.927453,0.30313
0.426222,0.927453,0.30313
0.426222,0.927453,0.30313
0.426222,0.927453,0.30313
0.426222,0.927453,0.30313
0.426222,0.927453,0.30313
0.426222,0.927453,0.30313
0.426221,0.927453,0.30313
0.426221,0.927453,0.30313
0.426221,0.927453,0.30313
0.426221,0.927453,0.30313
0.426221,0.927453,0.30313
0.426221,0.927453,0.30313
0.426221,0.927453,0.30313
0.426221,0.927453,0.30313
0.426221,0.927453,0.30313
0.426221,0.927453,0.30313
0.426221,0.927453,0.30313
0.426221,0.927453,0.30313
0.426221,0.927453,0.30313
0.426221,0.927453,0.30313
0.426221,0.927453,0.30313
0.426221,0.927453,0.30313
0.426221,0.927453,0.30313
0.426221,0.927453,0.30313
0.42622,0.927453,0.30313
0.42622,0.927453,0.30313
0.42622,0.927453,0.30313
0.42622,0.927453,0.30313
0.42622,0.927453,0.30313
0.42622,0.927453,0.30313
0.42622,0.927453,0.30313
0.42622,0.927453,0.30313
0.42622,0.927453,0.30313
0.42622,0.927453,0.30313
0.42622,0.927453,0.30313
0.42622,0.927453,0.30313
0.42622,0.927453,0.30313
0.42622,0.927453,0.30313
0.42622,0.927453,0.30313
0.42622,0.927453,0.30313
0.42622,0.927453,0.30313
0.426219,0.927453,0.30313
0.426219,0.927453,0.30313
0.426219,0.927453,0.30313
0.426219,0.927453,0.30313
0.426219,0.927453,0.30313
0.426219,0.927453,0.30313
0.426219,0.927453,0.30313
0.426219,0.927453,0.30313
0.426219,0.927453,0.30313
0.426219,0.927453,0.30313
0.426219,0.927453,0.30313
0.426219,0.927453,0.30313
0.426219,0.927453,0.30313
0.426219,0.927453,0.30313
0.426219,0.927453,0.30313
0.426219,0.927453,0.30313
0.426219,0.927453,0.30313
0.426218,0.927453,0.30313
0.426218,0.927453,0.30313
0.426218,0.927453,0.30313
0.426218,0.927453,0.30313
0.426218,0.927453,0.30313
0.426218,0.927453,0.30313
0.426218,0.927453,0.30313
0.426218,0.927453,0.30313
0.426218,0.927453,0.30313
0.426218,0.927453,0.30313
0.426218,0.927453,0.30313
0.426218,0.927453,0.30313
0.426218,0.927453,0.30313
0.426218,0.927453,0.30313
0.426218,0.927453,0.30313
0.426218,0.927453,0.30313
0.426217,0.927453,0.30313
0.426217,0.927453,0.30313
0.426217,0.927453,0.30313
0.426217,0.927453,0.30313
0.426217,0.927453,0.30313
0.426217,0.927453,0.30313
0.426217,0.927453,0.30313
0.426217,0.927453,0.30313
0.426217,0.927453,0.30313
0.426217,0.927453,0.30313
0.426217,0.927453,0.30313
0.426217,0.927453,0.30313
0.426217,0.927453,0.30313
0.426217,0.927453,0.30313
0.426217,0.927453,0.30313
0.426217,0.927453,0.30313
0.426216,0.927453,0.30313
0.426216,0.927453,0.30313
0.426216,0.927453,0.30313
0.426216,0.927453,0.30313
0.426216,0.927453,0.30313
0.426216,0.927453,0.30313
0.426216,0.927453,0.30313
0.426216,0.927453,0.30313
0.426216,0.927453,0.30313
0.426216,0.927453,0.30313
0.426216,0.927453,0.30313
0.426216,0.927453,0.30313
0.426216,0.927453,0.30313
0.426216,0.927453,0.30313
0.426216,0.927453,0.30313
0.426216,0.927453,0.30313
0.426215,0.927453,0.30313
0.426215,0.927453,0.30313
0.426215,0.927453,0.30313
0.426215,0.927453,0.30313
0.426215,0.927453,0.30313
0.426215,0.927453,0.30313
0.426215,0.927453,0.30313
0.426215,0.927453,0.30313
0.426215,0.927453,0.30313
0.426215,0.927453,0.30313
0.426215,0.927453,0.30313
0.426215,0.927453,0.30313
0.426215,0.927453,0.30313
0.426215,0.927453,0.30313
0.426215,0.927453,0.30313
0.426214,0.927453,0.30313
0.426214,0.927453,0.30313
0.426214,0.927453,0.30313
0.426214,0.927453,0.30313
0.426214,0.927453,0.30313
0.426214,0.927453,0.30313
0.426214,0.927453,0.30313
0.426214,0.927453,0.30313
0.426214,0.927453,0.30313
0.426214,0.927453,0.30313
0.426214,0.927453,0.30313
0.426214,0.927453,0.30313
0.426214,0.927453,0.30313
0.426214,0.927453,0.30313
0.426214,0.927453,0.30313
0.426213,0.927453,0.30313
0.426213,0.927453,0.30313
0.426213,0.927453,0.30313
0.426213,0.927453,0.30313
0.426213,0.927453,0.30313
0.426213,0.927453,0.30313
0.426213,0.927453,0.30313
0.426213,0.927453,0.30313
0.426213,0.927453,0.30313
0.426213,0.927453,0.30313
0.426213,0.927453,0.30313
0.426213,0.927453,0.30313
0.426213,0.927453,0.30313
0.426213,0.927453,0.30313
0.426213,0.927453,0.30313
0.426212,0.927453,0.30313
0.426212,0.927453,0.30313
0.426212,0.927453,0.30313
0.426212,0.927453,0.30313
0.426212,0.927453,0.30313
0.426212,0.927453,0.30313
0.426212,0.927453,0.30313
0.426212,0.927453,0.30313
0.426212,0.927453,0.30313
0.426212,0.927453,0.30313
0.426212,0.927453,0.30313
0.426212,0.927453,0.30313
0.426212,0.927453,0.30313
0.426212,0.927453,0.30313
0.426212,0.927453,0.30313
0.426211,0.927453,0.30313
0.426211,0.927453,0.30313
0.426211,0.927453,0.30313
0.426211,0.927453,0.30313
0.426211,0.927453,0.30313
0.426211,0.927453,0.30313
0.426211,0.927453,0.30313
0.426211,0.927453,0.30313
0.426211,0.927453,0.30313
0.426211,0.927453,0.30313
0.426211,0.927453,0.30313
0.426211,0.927453,0.30313
0.426211,0.927453,0.30313
0.426211,0.927453,0.30313
0.42621,0.927453,0.30313
0.42621,0.927453,0.30313
0.42621,0.927453,0.30313
0.42621,0.927453,0.30313
0.42621,0.927453,0.30313
0.42621,0.927453,0.30313
0.42621,0.927453,0.30313
0.42621,0.927453,0.30313
0.42621,0.927453,0.30313
0.42621,0.927453,0.30313
0.42621,0.927453,0.30313
0.42621,0.927453,0.30313
0.42621,0.927453,0.30313
0.42621,0.927453,0.30313
0.426209,0.927453,0.30313
0.426209,0.927453,0.30313
0.426209,0.927453,0.30313
0.426209,0.927453,0.30313
0.426209,0.927453,0.30313
0.426209,0.927453,0.30313
0.426209,0.927453,0.30313
0.426209,0.927453,0.30313
0.426209,0.927453,0.30313
0.426209,0.927453,0.30313
0.426209,0.927453,0.30313
0.426209,0.927453,0.30313
0.426209,0.927453,0.30313
0.426209,0.927453,0.30313
0.426208,0.927453,0.30313
0.426208,0.927453,0.30313
0.426208,0.927453,0.30313
0.426208,0.927453,0.30313
0.426208,0.927453,0.30313
0.426208,0.927453,0.30313
0.426208,0.927453,0.30313
0.426208,0.927453,0.30313
0.426208,0.927453,0.30313
0.426208,0.927453,0.30313
0.426208,0.927453,0.30313
0.426208,0.927453,0.30313
0.426208,0.927453,0.30313
0.426208,0.927453,0.30313
0.426207,0.927453,0.30313
0.426207,0.927453,0.30313
0.426207,0.927453,0.30313
0.426207,0.927453,0.30313
0.426207,0.927453,0.30313
0.426207,0.927453,0.30313
0.426207,0.927453,0.30313
0.426207,0.927453,0.30313
0.426207,0.927453,0.30313
0.426207,0.927453,0.30313
0.426207,0.927453,0.30313
0.426207,0.927453,0.30313
0.426207,0.927453,0.30313
0.426206,0.927453,0.30313
0.426206,0.927453,0.30313
0.426206,0.927453,0.30313
0.426206,0.927453,0.30313
0.426206,0.927453,0.30313
0.426206,0.927453,0.30313
0.426206,0.927453,0.30313
0.426206,0.927453,0.30313
0.426206,0.927453,0.30313
0.426206,0.927453,0.30313
0.426206,0.927453,0.30313
0.426206,0.927453,0.30313
0.426206,0.927453,0.30313
0.426205,0.927453,0.30313
0.426205,0.927453,0.30313
0.426205,0.927453,0.30313
0.426205,0.927453,0.30313
0.426205,0.927453,0.30313
0.426205,0.927453,0.30313
0.426205,0.927453,0.30313
0.426205,0.927453,0.30313
0.426205,0.927453,0.30313
0.426205,0.927453,0.30313
0.426205,0.927453,0.30313
0.426205,0.927453,0.30313
0.426205,0.927453,0.30313
0.426204,0.927453,0.30313
0.426204,0.927453,0.30313
0.426204,0.927453,0.30313
0.426204,0.927453,0.30313
0.426204,0.927453,0.30313
0.426204,0.927453,0.30313
0.426204,0.927453,0.30313
0.426204,0.927453,0.30313
0.426204,0.927453,0.30313
0.426204,0.927453,0.30313
0.426204,0.927453,0.30313
0.426204,0.927453,0.30313
0.426204,0.927453,0.30313
0.426203,0.927453,0.30313
0.426203,0.927453,0.30313
0.426203,0.927453,0.30313
0.426203,0.927453,0.30313
0.426203,0.927453,0.30313
0.426203,0.927453,0.30313
0.426203,0.927453,0.30313
0.426203,0.927453,0.30313
0.426203,0.927453,0.30313
0.426203,0.927453,0.30313
0.426203,0.927453,0.30313
0.426203,0.927453,0.30313
0.426202,0.927453,0.30313
0.426202,0.927453,0.30313
0.426202,0.927453,0.30313
0.426202,0.927453,0.30313
0.426202,0.927453,0.30313
0.426202,0.927453,0.30313
0.426202,0.927453,0.30313
0.426202,0.927453,0.30313
0.426202,0.927453,0.30313
0.426202,0.927453,0.30313
0.426202,0.927453,0.30313
0.426202,0.927453,0.30313
0.426201,0.927453,0.30313
0.426201,0.927453,0.30313
0.426201,0.927453,0.30313
0.426201,0.927453,0.30313
0.426201,0.927453,0.30313
0.426201,0.927453,0.30313
0.426201,0.927453,0.30313
0.426201,0.927453,0.30313
0.426201,0.927453,0.30313
0.426201,0.927453,0.30313
0.426201,0.927453,0.30313
0.426201,0.927453,0.30313
0.4262,0.927453,0.30313
0.4262,0.927453,0.30313
0.4262,0.927453,0.30313
0.4262,0.927453,0.30313
0.4262,0.927453,0.30313
0.4262,0.927453,0.30313
0.4262,0.927453,0.30313
0.4262,0.927453,0.30313
0.4262,0.927453,0.30313
0.4262,0.927453,0.30313
0.4262,0.927453,0.30313
0.4262,0.927453,0.30313
0.426199,0.927453,0.30313
0.426199,0.927453,0.30313
0.426199,0.927453,0.30313
0.426199,0.927453,0.30313
0.426199,0.927453,0.30313
0.426199,0.927453,0.30313
0.426199,0.927453,0.30313
0.426199,0.927453,0.30313
0.426199,0.927453,0.30313
0.426199,0.927453,0.30313
0.426199,0.927453,0.30313
0.426199,0.927453,0.30313
0.426198,0.927453,0.30313
0.426198,0.927453,0.30313
0.426198,0.927453,0.30313
0.426198,0.927453,0.30313
0.426198,0.927453,0.30313
0.426198,0.927453,0.30313
0.426198,0.927453,0.30313
0.426198,0.927453,0.30313
0.426198,0.927453,0.30313
0.426198,0.927453,0.30313
0.426198,0.927453,0.30313
0.426197,0.927453,0.30313
0.426197,0.927453,0.30313
0.426197,0.927453,0.30313
0.426197,0.927453,0.30313
0.426197,0.927453,0.30313
0.426197,0.927453,0.30313
0.426197,0.927453,0.30313
0.426197,0.927453,0.30313
0.426197,0.927453,0.30313
0.426197,0.927453,0.30313
0.426197,0.927453,0.30313
0.426196,0.927453,0.30313
0.426196,0.927453,0.30313
0.426196,0.927453,0.30313
0.426196,0.927453,0.30313
0.426196,0.927453,0.30313
0.426196,0.927453,0.30313
0.426196,0.927453,0.30313
0.426196,0.927453,0.30313
0.426196,0.927453,0.30313
0.426196,0.927453,0.30313
0.426196,0.927453,0.30313
0.426195,0.927453,0.30313
0.426195,0.927453,0.30313
0.426195,0.927453,0.30313
0.426195,0.927453,0.30313
0.426195,0.927453,0.30313
0.426195,0.927453,0.30313
0.426195,0.927453,0.30313
0.426195,0.927453,0.30313
0.426195,0.927453,0.30313
0.426195,0.927453,0.30313
0.426195,0.927453,0.30313
0.426194,0.927453,0.30313
0.426194,0.927453,0.30313
0.426194,0.927453,0.30313
0.426194,0.927453,0.30313
0.426194,0.927453,0.30313
0.426194,0.927453,0.30313
0.426194,0.927453,0.30313
0.426194,0.927453,0.30313
0.426194,0.927453,0.30313
0.426194,0.927453,0.30313
0.426194,0.927453,0.30313
0.426193,0.927453,0.30313
0.426193,0.927453,0.30313
0.426193,0.927453,0.30313
0.426193,0.927453,0.30313
0.426193,0.927453,0.30313
0.426193,0.927453,0.30313
0.426193,0.927453,0.30313
0.426193,0.927453,0.30313
0.426193,0.927453,0.30313
0.426193,0.927453,0.30313
0.426193,0.927453,0.30313
0.426192,0.927453,0.30313
0.426192,0.927453,0.30313
0.426192,0.927453,0.30313
0.426192,0.927453,0.30313
0.426192,0.927453,0.30313
0.426192,0.927453,0.30313
0.426192,0.927453,0.30313
0.426192,0.927453,0.30313
0.426192,0.927453,0.30313
0.426192,0.927453,0.30313
0.426191,0.927453,0.30313
0.426191,0.927453,0.30313
0.426191,0.927453,0.30313
0.426191,0.927453,0.30313
0.426191,0.927453,0.30313
0.426191,0.927453,0.30313
0.426191,0.927453,0.30313
0.426191,0.927453,0.30313
0.426191,0.927453,0.30313
0.426191,0.927453,0.30313
0.42619,0.927453,0.30313
0.42619,0.927453,0.30313
0.42619,0.927453,0.30313
0.42619,0.927453,0.30313
0.42619,0.927453,0.30313
0.42619,0.927453,0.30313
0.42619,0.927453,0.30313
0.42619,0.927453,0.30313
0.42619,0.927453,0.30313
0.42619,0.927453,0.30313
0.426189,0.927453,0.30313
0.426189,0.927453,0.30313
0.426189,0.927453,0.30313
0.426189,0.927453,0.30313
0.426189,0.927453,0.30313
0.426189,0.927453,0.30313
0.426189,0.927453,0.30313
0.426189,0.927453,0.30313
0.426189,0.927453,0.30313
0.426189,0.927453,0.30313
0.426188,0.927453,0.30313
0.426188,0.927453,0.30313
0.426188,0.927453,0.30313
0.426188,0.927453,0.30313
0.426188,0.927453,0.30313
0.426188,0.927453,0.30313
0.426188,0.927453,0.30313
0.426188,0.927453,0.30313
0.426188,0.927453,0.30313
0.426188,0.927453,0.30313
0.426187,0.927453,0.30313
0.426187,0.927453,0.30313
0.426187,0.927453,0.30313
0.426187,0.927453,0.30313
0.426187,0.927453,0.30313
0.426187,0.927453,0.30313
0.426187,0.927453,0.30313
0.426187,0.927453,0.30313
0.426187,0.927453,0.30313
0.426186,0.927453,0.30313
0.426186,0.927453,0.30313
0.426186,0.927453,0.30313
0.426186,0.927453,0.30313
0.426186,0.927453,0.30313
0.426186,0.927453,0.30313
0.426186,0.927453,0.30313
0.426186,0.927453,0.30313
0.426186,0.927453,0.30313
0.426186,0.927453,0.30313
0.426185,0.927453,0.30313
0.426185,0.927453,0.30313
0.426185,0.927453,0.30313
0.426185,0.927453,0.30313
0.426185,0.927453,0.30313
0.426185,0.927453,0.30313
0.426185,0.927453,0.30313
0.426185,0.927453,0.30313
0.426185,0.927453,0.30313
0.426184,0.927453,0.30313
0.426184,0.927453,0.30313
0.426184,0.927453,0.30313
0.426184,0.927453,0.30313
0.426184,0.927453,0.30313
0.426184,0.927453,0.30313
0.426184,0.927453,0.30313
0.426184,0.927453,0.30313
0.426184,0.927453,0.30313
0.426183,0.927453,0.30313
0.426183,0.927453,0.30313
0.426183,0.927453,0.30313
0.426183,0.927453,0.30313
0.426183,0.927453,0.30313
0.426183,0.927453,0.30313
0.426183,0.927453,0.30313
0.426183,0.927453,0.30313
0.426183,0.927453,0.30313
0.426182,0.927453,0.30313
0.426182,0.927453,0.30313
0.426182,0.927453,0.30313
0.426182,0.927453,0.30313
0.426182,0.927453,0.30313
0.426182,0.927453,0.30313
0.426182,0.927453,0.30313
0.426182,0.927453,0.30313
0.426182,0.927453,0.30313
0.426181,0.927453,0.30313
0.426181,0.927453,0.30313
0.426181,0.927453,0.30313
0.426181,0.927453,0.30313
0.426181,0.927453,0.30313
0.426181,0.927453,0.30313
0.426181,0.927453,0.30313
0.426181,0.927453,0.30313
0.426181,0.927453,0.30313
0.42618,0.927453,0.30313
0.42618,0.927453,0.30313
0.42618,0.927453,0.30313
0.42618,0.927453,0.30313
0.42618,0.927453,0.30313
0.42618,0.927453,0.30313
0.42618,0.927453,0.30313
0.42618,0.927453,0.30313
0.426179,0.927453,0.30313
0.426179,0.927453,0.30313
0.426179,0.927453,0.30313
0.426179,0.927453,0.30313
0.426179,0.927453,0.30313
0.426179,0.927453,0.30313
0.426179,0.927453,0.30313
