x,y,density,u-vel,v-vel,pressure,temperature,a,e
0.4575,0.01125,0.000977525,1000,-4.85952e-14,75.95,270.719,329.81,194241
0.4725,0.01125,0.000977525,1000,-8.26234e-14,75.95,270.719,329.81,194241
0.4875,0.01125,0.000977525,1000,-1.07064e-13,75.95,270.719,329.81,194241
0.5025,0.01125,0.000977525,1000,-1.70686e-13,75.95,270.719,329.81,194241
0.5175,0.01125,0.000977525,1000,-8.22532e-14,75.95,270.719,329.81,194241
0.5325,0.01125,0.000977525,1000,-8.85368e-14,75.95,270.719,329.81,194241
0.5475,0.01125,0.000977525,1000,-7.28017e-14,75.95,270.719,329.81,194241
0.5625,0.01125,0.000977525,1000,-3.61216e-14,75.95,270.719,329.81,194241
0.5775,0.01125,0.000977525,1000,1.80542e-14,75.95,270.719,329.81,194241
0.5925,0.01125,0.000977525,1000,-2.0532e-14,75.95,270.719,329.81,194241
0.6075,0.01125,0.000977525,1000,-3.06791e-14,75.95,270.719,329.81,194241
0.6225,0.01125,0.000977525,1000,4.61603e-14,75.95,270.719,329.81,194241
0.6375,0.01125,0.000977525,1000,-4.02763e-14,75.95,270.719,329.81,194241
0.6525,0.01125,0.000977525,1000,1.95768e-14,75.95,270.719,329.81,194241
0.6675,0.01125,0.000977525,1000,1.02245e-13,75.95,270.719,329.81,194241
0.6825,0.01125,0.000977525,1000,1.91572e-14,75.95,270.719,329.81,194241
0.6975,0.01125,0.000977525,1000,-3.07751e-14,75.95,270.719,329.81,194241
0.7125,0.01125,0.000977525,1000,-1.70004e-14,75.95,270.719,329.81,194241
0.7275,0.01125,0.000977525,1000,1.33966e-13,75.95,270.719,329.81,194241
0.7425,0.01125,0.000977525,1000,1.12714e-13,75.95,270.719,329.81,194241
0.7575,0.01125,0.000977525,1000,2.88076e-14,75.95,270.719,329.81,194241
0.7725,0.01125,0.000977525,1000,-2.65931e-14,75.95,270.719,329.81,194241
0.7875,0.01125,0.000977525,1000,-6.25657e-14,75.95,270.719,329.81,194241
0.8025,0.01125,0.000977525,1000,-1.99989e-14,75.95,270.719,329.81,194241
0.8175,0.01125,0.000977525,1000,-7.67185e-14,75.95,270.719,329.81,194241
0.8325,0.01125,0.000977525,1000,-6.85232e-14,75.95,270.719,329.81,194241
0.8475,0.01125,0.000977525,1000,-7.65489e-14,75.95,270.719,329.81,194241
0.8625,0.01125,0.000977525,1000,-1.11343e-13,75.95,270.719,329.81,194241
0.8775,0.01125,0.000977525,1000,-2.48101e-14,75.95,270.719,329.81,194241
0.8925,0.01125,0.000977525,1000,8.06358e-14,75.95,270.719,329.81,194241
0.9075,0.01125,0.000977525,1000,9.76523e-14,75.95,270.719,329.81,194241
0.9225,0.01125,0.000977525,1000,3.40745e-14,75.95,270.719,329.81,194241
0.9375,0.01125,0.000977525,1000,5.05516e-14,75.95,270.719,329.81,194241
0.9525,0.01125,0.000977525,1000,2.53815e-14,75.95,270.719,329.81,194241
0.9675,0.01125,0.000977525,1000,-2.81797e-08,75.95,270.719,329.81,194241
