x,y,density,u-vel,v-vel,pressure,temperature,a,e
0.2775,0.01125,0.000977525,6595.98,0,75.95,270.719,329.81,194241
0.2925,0.01125,0.000977525,6595.98,0,75.95,270.719,329.81,194241
0.3075,0.01125,0.000977525,6595.98,0,75.95,270.719,329.81,194241
0.3225,0.01125,0.000977525,6595.98,0,75.95,270.719,329.81,194241
0.3375,0.01125,0.000977525,6595.98,0,75.95,270.719,329.81,194241
0.3525,0.01125,0.000977525,6595.98,0,75.95,270.719,329.81,194241
0.3675,0.01125,0.000977525,6595.98,0,75.95,270.719,329.81,194241
0.3825,0.01125,0.000977525,6595.98,0,75.95,270.719,329.81,194241
0.3975,0.01125,0.000977525,6595.98,0,75.95,270.719,329.81,194241
0.4125,0.01125,0.000977525,6595.98,0,75.95,270.719,329.81,194241
0.4275,0.01125,0.000977525,6595.98,0,75.95,270.719,329.81,194241
0.4425,0.01125,0.000977525,6595.98,0,75.95,270.719,329.81,194241
0.4575,0.01125,0.000977525,6595.98,0,75.95,270.719,329.81,194241
0.4725,0.01125,0.000977525,6595.98,0,75.95,270.719,329.81,194241
0.4875,0.01125,0.000977525,6595.98,0,75.95,270.719,329.81,194241
0.5025,0.01125,0.000977525,6595.98,0,75.95,270.719,329.81,194241
0.5175,0.01125,0.000977525,6595.98,0,75.95,270.719,329.81,194241
0.5325,0.01125,0.000977525,6595.98,0,75.95,270.719,329.81,194241
0.5475,0.01125,0.000977525,6595.98,0,75.95,270.719,329.81,194241
0.5625,0.01125,0.000977525,6595.98,0,75.95,270.719,329.81,194241
0.5775,0.01125,0.000977525,6595.98,0,75.95,270.719,329.81,194241
0.5925,0.01125,0.000977525,6595.98,0,75.95,270.719,329.81,194241
0.6075,0.01125,0.000977525,6595.98,0,75.95,270.719,329.81,194241
0.6225,0.01125,0.000977525,6595.98,0,75.95,270.719,329.81,194241
0.6375,0.01125,0.000977525,6595.98,0,75.95,270.719,329.81,194241
0.6525,0.01125,0.000977525,6595.98,0,75.95,270.719,329.81,194241
0.6675,0.01125,0.000977525,6595.98,0,75.95,270.719,329.81,194241
0.6825,0.01125,0.000977525,6595.98,0,75.95,270.719,329.81,194241
0.6975,0.01125,0.000977525,6595.98,0,75.95,270.719,329.81,194241
0.7125,0.01125,0.000977525,6595.98,-4.04343e-320,75.95,270.719,329.81,194241
0.7275,0.01125,0.000977525,6595.98,-6.45592e-303,75.95,270.719,329.81,194241
0.7425,0.01125,0.000977525,6595.98,7.39438e-284,75.95,270.719,329.81,194241
0.7575,0.01125,0.000977525,6595.98,-8.46933e-265,75.95,270.719,329.81,194241
0.7725,0.01125,0.000977525,6595.98,9.70062e-246,75.95,270.719,329.81,194241
0.7875,0.01125,0.000977525,6595.98,-1.1111e-226,75.95,270.719,329.81,194241
0.8025,0.01125,0.000977525,6595.98,1.27265e-207,75.95,270.719,329.81,194241
0.8175,0.01125,0.000977525,6595.98,-1.45771e-188,75.95,270.719,329.81,194241
0.8325,0.01125,0.000977525,6595.98,1.66969e-169,75.95,270.719,329.81,194241
0.8475,0.01125,0.000977525,6595.98,-2.25657e-150,75.95,270.719,329.81,194241
0.8625,0.01125,0.000977525,6595.98,2.57799e-131,75.95,270.719,329.81,194241
0.8775,0.01125,0.000977525,6595.98,-2.94507e-112,75.95,270.719,329.81,194241
0.8925,0.01125,0.000977525,6595.98,3.36428e-93,75.95,270.719,329.81,194241
0.9075,0.01125,0.000977525,6595.98,-3.84298e-74,75.95,270.719,329.81,194241
0.9225,0.01125,0.000977525,6595.98,4.38961e-55,75.95,270.719,329.81,194241
0.9375,0.01125,0.000977525,6595.98,-5.01376e-36,75.95,270.719,329.81,194241
