T, N2, O2, NO, N, O, Ar, Ar+, N+, O+, e-
7512.18, 0.349237, 0.000102072, 0.00592158, 0.392894, 0.224984, 0.0263957, 8.02822e-06, 0.000306495, 0.000151091, 1.72955e-08
7514.46, 0.348703, 0.000101886, 0.00591407, 0.39343, 0.224988, 0.0263956, 8.05763e-06, 0.000307841, 0.000151491, 1.73623e-08
7516.74, 0.348169, 0.000101701, 0.00590656, 0.393966, 0.224992, 0.0263956, 8.08714e-06, 0.000309191, 0.000151891, 1.74293e-08
7519.02, 0.347635, 0.000101515, 0.00589907, 0.394502, 0.224996, 0.0263956, 8.11675e-06, 0.000310547, 0.000152293, 1.74966e-08
7521.3, 0.347101, 0.00010133, 0.00589157, 0.395039, 0.224999, 0.0263956, 8.14646e-06, 0.000311908, 0.000152696, 1.75641e-08
7523.58, 0.346567, 0.000101146, 0.00588408, 0.395575, 0.225003, 0.0263955, 8.17626e-06, 0.000313274, 0.0001531, 1.76319e-08
7525.86, 0.346033, 0.000100962, 0.00587659, 0.396111, 0.225007, 0.0263955, 8.20617e-06, 0.000314645, 0.000153504, 1.76999e-08
7528.15, 0.345499, 0.000100778, 0.00586911, 0.396647, 0.225011, 0.0263955, 8.23618e-06, 0.000316021, 0.00015391, 1.77681e-08
7530.43, 0.344965, 0.000100595, 0.00586163, 0.397183, 0.225014, 0.0263954, 8.26628e-06, 0.000317402, 0.000154317, 1.78365e-08
7532.71, 0.344431, 0.000100412, 0.00585415, 0.397719, 0.225018, 0.0263954, 8.29649e-06, 0.000318788, 0.000154724, 1.79052e-08
7535, 0.343897, 0.000100229, 0.00584668, 0.398255, 0.225022, 0.0263954, 8.3268e-06, 0.00032018, 0.000155133, 1.79741e-08
7537.28, 0.343363, 0.000100047, 0.00583921, 0.398791, 0.225026, 0.0263953, 8.35722e-06, 0.000321576, 0.000155542, 1.80433e-08
7539.57, 0.34283, 9.98657e-05, 0.00583175, 0.399327, 0.225029, 0.0263953, 8.38773e-06, 0.000322978, 0.000155953, 1.81127e-08
7541.86, 0.342296, 9.96844e-05, 0.00582429, 0.399863, 0.225033, 0.0263953, 8.41835e-06, 0.000324385, 0.000156364, 1.81823e-08
7544.14, 0.341762, 9.95036e-05, 0.00581683, 0.400399, 0.225037, 0.0263953, 8.44907e-06, 0.000325798, 0.000156776, 1.82522e-08
7546.43, 0.341228, 9.93231e-05, 0.00580938, 0.400934, 0.225041, 0.0263952, 8.4799e-06, 0.000327215, 0.00015719, 1.83224e-08
7548.72, 0.340694, 9.9143e-05, 0.00580193, 0.40147, 0.225044, 0.0263952, 8.51082e-06, 0.000328638, 0.000157604, 1.83927e-08
7551.01, 0.340161, 9.89633e-05, 0.00579449, 0.402006, 0.225048, 0.0263952, 8.54186e-06, 0.000330067, 0.00015802, 1.84633e-08
7553.3, 0.339627, 9.8784e-05, 0.00578705, 0.402542, 0.225052, 0.0263951, 8.573e-06, 0.0003315, 0.000158436, 1.85342e-08
7555.59, 0.339093, 9.86051e-05, 0.00577961, 0.403077, 0.225056, 0.0263951, 8.60424e-06, 0.000332939, 0.000158854, 1.86053e-08
7557.88, 0.33856, 9.84266e-05, 0.00577217, 0.403613, 0.225059, 0.0263951, 8.63559e-06, 0.000334383, 0.000159272, 1.86766e-08
7560.17, 0.338026, 9.82484e-05, 0.00576474, 0.404149, 0.225063, 0.026395, 8.66705e-06, 0.000335833, 0.000159692, 1.87482e-08
7562.46, 0.337492, 9.80707e-05, 0.00575732, 0.404684, 0.225067, 0.026395, 8.69861e-06, 0.000337288, 0.000160112, 1.88201e-08
7564.75, 0.336959, 9.78933e-05, 0.00574989, 0.40522, 0.22507, 0.026395, 8.73028e-06, 0.000338749, 0.000160533, 1.88922e-08
7567.05, 0.336425, 9.77163e-05, 0.00574248, 0.405756, 0.225074, 0.0263949, 8.76206e-06, 0.000340215, 0.000160956, 1.89645e-08
7569.34, 0.335892, 9.75397e-05, 0.00573506, 0.406291, 0.225078, 0.0263949, 8.79395e-06, 0.000341686, 0.00016138, 1.90371e-08
7571.63, 0.335358, 9.73635e-05, 0.00572765, 0.406827, 0.225082, 0.0263949, 8.82595e-06, 0.000343163, 0.000161804, 1.911e-08
7573.93, 0.334825, 9.71876e-05, 0.00572024, 0.407362, 0.225085, 0.0263948, 8.85805e-06, 0.000344646, 0.00016223, 1.91831e-08
7576.23, 0.334291, 9.70121e-05, 0.00571283, 0.407897, 0.225089, 0.0263948, 8.89027e-06, 0.000346134, 0.000162656, 1.92564e-08
7578.52, 0.333758, 9.6837e-05, 0.00570543, 0.408433, 0.225093, 0.0263948, 8.92259e-06, 0.000347628, 0.000163084, 1.933e-08
7580.82, 0.333224, 9.66623e-05, 0.00569803, 0.408968, 0.225096, 0.0263947, 8.95503e-06, 0.000349127, 0.000163513, 1.94039e-08
7583.12, 0.332691, 9.64879e-05, 0.00569064, 0.409503, 0.2251, 0.0263947, 8.98758e-06, 0.000350632, 0.000163943, 1.9478e-08
7585.42, 0.332158, 9.63139e-05, 0.00568325, 0.410039, 0.225104, 0.0263947, 9.02023e-06, 0.000352142, 0.000164373, 1.95524e-08
7587.72, 0.331624, 9.61402e-05, 0.00567586, 0.410574, 0.225107, 0.0263946, 9.053e-06, 0.000353658, 0.000164805, 1.9627e-08
7590.02, 0.331091, 9.5967e-05, 0.00566847, 0.411109, 0.225111, 0.0263946, 9.08589e-06, 0.00035518, 0.000165238, 1.9702e-08
7592.32, 0.330558, 9.57941e-05, 0.00566109, 0.411644, 0.225115, 0.0263946, 9.11888e-06, 0.000356708, 0.000165672, 1.97771e-08
7594.62, 0.330025, 9.56215e-05, 0.00565371, 0.412179, 0.225118, 0.0263945, 9.15199e-06, 0.000358241, 0.000166108, 1.98525e-08
7596.92, 0.329491, 9.54493e-05, 0.00564634, 0.412715, 0.225122, 0.0263945, 9.18522e-06, 0.00035978, 0.000166544, 1.99282e-08
7599.23, 0.328958, 9.52775e-05, 0.00563897, 0.41325, 0.225126, 0.0263945, 9.21855e-06, 0.000361325, 0.000166981, 2.00042e-08
7601.53, 0.328425, 9.5106e-05, 0.0056316, 0.413785, 0.225129, 0.0263944, 9.25201e-06, 0.000362875, 0.000167419, 2.00804e-08
7603.83, 0.327892, 9.49349e-05, 0.00562423, 0.41432, 0.225133, 0.0263944, 9.28557e-06, 0.000364432, 0.000167859, 2.01569e-08
7606.14, 0.327359, 9.47641e-05, 0.00561687, 0.414855, 0.225137, 0.0263944, 9.31926e-06, 0.000365994, 0.000168299, 2.02337e-08
7608.45, 0.326826, 9.45937e-05, 0.00560951, 0.415389, 0.22514, 0.0263943, 9.35306e-06, 0.000367562, 0.000168741, 2.03107e-08
7610.75, 0.326293, 9.44237e-05, 0.00560216, 0.415924, 0.225144, 0.0263943, 9.38698e-06, 0.000369136, 0.000169184, 2.0388e-08
7613.06, 0.32576, 9.42539e-05, 0.00559481, 0.416459, 0.225148, 0.0263943, 9.42101e-06, 0.000370716, 0.000169628, 2.04656e-08
7615.37, 0.325227, 9.40846e-05, 0.00558746, 0.416994, 0.225151, 0.0263942, 9.45517e-06, 0.000372302, 0.000170073, 2.05434e-08
7617.68, 0.324694, 9.39156e-05, 0.00558011, 0.417529, 0.225155, 0.0263942, 9.48944e-06, 0.000373894, 0.000170519, 2.06215e-08
7619.99, 0.324161, 9.37469e-05, 0.00557277, 0.418063, 0.225159, 0.0263942, 9.52383e-06, 0.000375492, 0.000170966, 2.06999e-08
7622.3, 0.323628, 9.35786e-05, 0.00556543, 0.418598, 0.225162, 0.0263941, 9.55834e-06, 0.000377096, 0.000171414, 2.07786e-08
7624.61, 0.323096, 9.34106e-05, 0.00555809, 0.419133, 0.225166, 0.0263941, 9.59297e-06, 0.000378705, 0.000171864, 2.08575e-08
7626.93, 0.322563, 9.32429e-05, 0.00555076, 0.419667, 0.225169, 0.0263941, 9.62772e-06, 0.000380321, 0.000172314, 2.09367e-08
7629.24, 0.32203, 9.30756e-05, 0.00554343, 0.420202, 0.225173, 0.026394, 9.6626e-06, 0.000381943, 0.000172766, 2.10162e-08
7631.56, 0.321497, 9.29087e-05, 0.0055361, 0.420736, 0.225177, 0.026394, 9.69759e-06, 0.000383571, 0.000173219, 2.1096e-08
7633.87, 0.320965, 9.27421e-05, 0.00552878, 0.421271, 0.22518, 0.026394, 9.73271e-06, 0.000385206, 0.000173673, 2.11761e-08
7636.19, 0.320432, 9.25758e-05, 0.00552145, 0.421805, 0.225184, 0.0263939, 9.76795e-06, 0.000386846, 0.000174128, 2.12564e-08
7638.51, 0.319899, 9.24098e-05, 0.00551414, 0.42234, 0.225188, 0.0263939, 9.80331e-06, 0.000388493, 0.000174585, 2.1337e-08
7640.83, 0.319367, 9.22442e-05, 0.00550682, 0.422874, 0.225191, 0.0263939, 9.8388e-06, 0.000390146, 0.000175042, 2.14179e-08
7643.14, 0.318834, 9.20789e-05, 0.00549951, 0.423408, 0.225195, 0.0263938, 9.87441e-06, 0.000391805, 0.000175501, 2.14991e-08
7645.47, 0.318302, 9.19139e-05, 0.0054922, 0.423942, 0.225198, 0.0263938, 9.91014e-06, 0.00039347, 0.000175961, 2.15806e-08
7647.79, 0.317769, 9.17493e-05, 0.00548489, 0.424477, 0.225202, 0.0263938, 9.946e-06, 0.000395141, 0.000176422, 2.16624e-08
7650.11, 0.317237, 9.1585e-05, 0.00547759, 0.425011, 0.225206, 0.0263937, 9.98199e-06, 0.000396819, 0.000176884, 2.17444e-08
7652.43, 0.316705, 9.1421e-05, 0.00547029, 0.425545, 0.225209, 0.0263937, 1.00181e-05, 0.000398504, 0.000177347, 2.18268e-08
7654.76, 0.316172, 9.12573e-05, 0.00546299, 0.426079, 0.225213, 0.0263936, 1.00543e-05, 0.000400194, 0.000177812, 2.19094e-08
7657.08, 0.31564, 9.1094e-05, 0.00545569, 0.426613, 0.225216, 0.0263936, 1.00907e-05, 0.000401891, 0.000178278, 2.19924e-08
7659.41, 0.315108, 9.0931e-05, 0.0054484, 0.427147, 0.22522, 0.0263936, 1.01272e-05, 0.000403595, 0.000178745, 2.20756e-08
7661.73, 0.314575, 9.07683e-05, 0.00544111, 0.427681, 0.225224, 0.0263935, 1.01638e-05, 0.000405305, 0.000179213, 2.21591e-08
7664.06, 0.314043, 9.06059e-05, 0.00543382, 0.428215, 0.225227, 0.0263935, 1.02006e-05, 0.000407021, 0.000179682, 2.2243e-08
7666.39, 0.313511, 9.04439e-05, 0.00542654, 0.428749, 0.225231, 0.0263935, 1.02375e-05, 0.000408744, 0.000180153, 2.23271e-08
7668.72, 0.312979, 9.02821e-05, 0.00541925, 0.429282, 0.225234, 0.0263934, 1.02745e-05, 0.000410473, 0.000180625, 2.24115e-08
7671.05, 0.312447, 9.01207e-05, 0.00541198, 0.429816, 0.225238, 0.0263934, 1.03117e-05, 0.000412209, 0.000181098, 2.24962e-08
7673.38, 0.311915, 8.99596e-05, 0.0054047, 0.43035, 0.225241, 0.0263934, 1.03489e-05, 0.000413952, 0.000181572, 2.25813e-08
7675.72, 0.311383, 8.97988e-05, 0.00539743, 0.430883, 0.225245, 0.0263933, 1.03864e-05, 0.000415701, 0.000182047, 2.26666e-08
7678.05, 0.310851, 8.96383e-05, 0.00539015, 0.431417, 0.225249, 0.0263933, 1.04239e-05, 0.000417457, 0.000182524, 2.27522e-08
7680.39, 0.310319, 8.94782e-05, 0.00538289, 0.431951, 0.225252, 0.0263932, 1.04616e-05, 0.000419219, 0.000183002, 2.28382e-08
7682.72, 0.309787, 8.93183e-05, 0.00537562, 0.432484, 0.225256, 0.0263932, 1.04994e-05, 0.000420988, 0.000183482, 2.29244e-08
7685.06, 0.309255, 8.91587e-05, 0.00536836, 0.433017, 0.225259, 0.0263932, 1.05373e-05, 0.000422764, 0.000183962, 2.3011e-08
7687.4, 0.308724, 8.89995e-05, 0.00536109, 0.433551, 0.225263, 0.0263931, 1.05754e-05, 0.000424547, 0.000184444, 2.30978e-08
7689.74, 0.308192, 8.88405e-05, 0.00535384, 0.434084, 0.225266, 0.0263931, 1.06137e-05, 0.000426336, 0.000184927, 2.3185e-08
7692.08, 0.30766, 8.86819e-05, 0.00534658, 0.434617, 0.22527, 0.026393, 1.0652e-05, 0.000428132, 0.000185411, 2.32725e-08
7694.42, 0.307129, 8.85236e-05, 0.00533933, 0.435151, 0.225273, 0.026393, 1.06905e-05, 0.000429935, 0.000185897, 2.33603e-08
7696.76, 0.306597, 8.83655e-05, 0.00533208, 0.435684, 0.225277, 0.026393, 1.07291e-05, 0.000431745, 0.000186384, 2.34484e-08
7699.11, 0.306065, 8.82078e-05, 0.00532483, 0.436217, 0.22528, 0.0263929, 1.07679e-05, 0.000433562, 0.000186872, 2.35368e-08
7701.45, 0.305534, 8.80503e-05, 0.00531758, 0.43675, 0.225284, 0.0263929, 1.08068e-05, 0.000435386, 0.000187361, 2.36256e-08
7703.8, 0.305002, 8.78932e-05, 0.00531034, 0.437283, 0.225287, 0.0263929, 1.08459e-05, 0.000437216, 0.000187852, 2.37146e-08
7706.14, 0.304471, 8.77364e-05, 0.0053031, 0.437816, 0.225291, 0.0263928, 1.08851e-05, 0.000439054, 0.000188344, 2.3804e-08
7708.49, 0.30394, 8.75798e-05, 0.00529586, 0.438349, 0.225295, 0.0263928, 1.09244e-05, 0.000440899, 0.000188837, 2.38937e-08
7710.84, 0.303408, 8.74236e-05, 0.00528862, 0.438882, 0.225298, 0.0263927, 1.09639e-05, 0.000442751, 0.000189332, 2.39838e-08
7713.19, 0.302877, 8.72676e-05, 0.00528139, 0.439415, 0.225302, 0.0263927, 1.10035e-05, 0.000444609, 0.000189828, 2.40741e-08
7715.54, 0.302346, 8.71119e-05, 0.00527416, 0.439947, 0.225305, 0.0263927, 1.10433e-05, 0.000446475, 0.000190325, 2.41648e-08
7717.9, 0.301814, 8.69565e-05, 0.00526693, 0.44048, 0.225309, 0.0263926, 1.10832e-05, 0.000448348, 0.000190824, 2.42558e-08
7720.25, 0.301283, 8.68014e-05, 0.0052597, 0.441013, 0.225312, 0.0263926, 1.11232e-05, 0.000450229, 0.000191324, 2.43471e-08
7722.61, 0.300752, 8.66466e-05, 0.00525248, 0.441545, 0.225316, 0.0263925, 1.11634e-05, 0.000452116, 0.000191826, 2.44388e-08
7724.96, 0.300221, 8.64921e-05, 0.00524525, 0.442078, 0.225319, 0.0263925, 1.12038e-05, 0.000454011, 0.000192328, 2.45308e-08
7727.32, 0.29969, 8.63379e-05, 0.00523803, 0.44261, 0.225323, 0.0263925, 1.12443e-05, 0.000455913, 0.000192832, 2.46231e-08
7729.68, 0.299159, 8.61839e-05, 0.00523082, 0.443143, 0.225326, 0.0263924, 1.12849e-05, 0.000457822, 0.000193338, 2.47158e-08
7732.04, 0.298628, 8.60303e-05, 0.0052236, 0.443675, 0.22533, 0.0263924, 1.13257e-05, 0.000459738, 0.000193844, 2.48088e-08
7734.4, 0.298097, 8.58769e-05, 0.00521639, 0.444208, 0.225333, 0.0263923, 1.13666e-05, 0.000461662, 0.000194353, 2.49021e-08
7736.77, 0.297567, 8.57238e-05, 0.00520918, 0.44474, 0.225337, 0.0263923, 1.14077e-05, 0.000463593, 0.000194862, 2.49958e-08
7739.13, 0.297036, 8.5571e-05, 0.00520197, 0.445272, 0.22534, 0.0263923, 1.1449e-05, 0.000465532, 0.000195373, 2.50898e-08
7741.49, 0.296505, 8.54184e-05, 0.00519476, 0.445804, 0.225344, 0.0263922, 1.14903e-05, 0.000467478, 0.000195885, 2.51842e-08
7743.86, 0.295974, 8.52662e-05, 0.00518756, 0.446336, 0.225347, 0.0263922, 1.15319e-05, 0.000469432, 0.000196399, 2.52789e-08
7746.23, 0.295444, 8.51142e-05, 0.00518035, 0.446868, 0.225351, 0.0263921, 1.15736e-05, 0.000471393, 0.000196914, 2.5374e-08
7748.6, 0.294913, 8.49625e-05, 0.00517315, 0.4474, 0.225354, 0.0263921, 1.16154e-05, 0.000473362, 0.000197431, 2.54693e-08
7750.97, 0.294383, 8.4811e-05, 0.00516595, 0.447932, 0.225357, 0.026392, 1.16574e-05, 0.000475338, 0.000197949, 2.55651e-08
7753.34, 0.293852, 8.46599e-05, 0.00515876, 0.448464, 0.225361, 0.026392, 1.16996e-05, 0.000477322, 0.000198468, 2.56612e-08
7755.71, 0.293322, 8.4509e-05, 0.00515156, 0.448996, 0.225364, 0.026392, 1.17419e-05, 0.000479314, 0.000198989, 2.57576e-08
7758.09, 0.292792, 8.43584e-05, 0.00514437, 0.449527, 0.225368, 0.0263919, 1.17843e-05, 0.000481313, 0.000199511, 2.58544e-08
7760.46, 0.292261, 8.4208e-05, 0.00513718, 0.450059, 0.225371, 0.0263919, 1.1827e-05, 0.00048332, 0.000200035, 2.59516e-08
7762.84, 0.291731, 8.40579e-05, 0.00512999, 0.450591, 0.225375, 0.0263918, 1.18697e-05, 0.000485335, 0.00020056, 2.60491e-08
7765.22, 0.291201, 8.39081e-05, 0.00512281, 0.451122, 0.225378, 0.0263918, 1.19127e-05, 0.000487357, 0.000201086, 2.61469e-08
7767.6, 0.290671, 8.37586e-05, 0.00511562, 0.451653, 0.225382, 0.0263917, 1.19558e-05, 0.000489387, 0.000201614, 2.62452e-08
7769.98, 0.290141, 8.36093e-05, 0.00510844, 0.452185, 0.225385, 0.0263917, 1.1999e-05, 0.000491426, 0.000202144, 2.63437e-08
7772.36, 0.289611, 8.34603e-05, 0.00510126, 0.452716, 0.225389, 0.0263917, 1.20425e-05, 0.000493472, 0.000202675, 2.64427e-08
7774.75, 0.289081, 8.33115e-05, 0.00509408, 0.453247, 0.225392, 0.0263916, 1.2086e-05, 0.000495526, 0.000203207, 2.6542e-08
7777.13, 0.288551, 8.3163e-05, 0.00508691, 0.453779, 0.225395, 0.0263916, 1.21298e-05, 0.000497588, 0.000203741, 2.66416e-08
7779.52, 0.288021, 8.30148e-05, 0.00507973, 0.45431, 0.225399, 0.0263915, 1.21737e-05, 0.000499658, 0.000204277, 2.67417e-08
7781.91, 0.287491, 8.28668e-05, 0.00507256, 0.454841, 0.225402, 0.0263915, 1.22178e-05, 0.000501736, 0.000204813, 2.68421e-08
7784.3, 0.286961, 8.27191e-05, 0.00506539, 0.455372, 0.225406, 0.0263914, 1.2262e-05, 0.000503822, 0.000205352, 2.69429e-08
7786.69, 0.286432, 8.25716e-05, 0.00505822, 0.455903, 0.225409, 0.0263914, 1.23064e-05, 0.000505916, 0.000205892, 2.7044e-08
7789.08, 0.285902, 8.24244e-05, 0.00505105, 0.456434, 0.225413, 0.0263914, 1.2351e-05, 0.000508018, 0.000206433, 2.71455e-08
7791.48, 0.285373, 8.22775e-05, 0.00504389, 0.456964, 0.225416, 0.0263913, 1.23957e-05, 0.000510129, 0.000206976, 2.72474e-08
7793.87, 0.284843, 8.21308e-05, 0.00503672, 0.457495, 0.225419, 0.0263913, 1.24406e-05, 0.000512248, 0.000207521, 2.73497e-08
7796.27, 0.284314, 8.19844e-05, 0.00502956, 0.458026, 0.225423, 0.0263912, 1.24857e-05, 0.000514375, 0.000208067, 2.74523e-08
7798.67, 0.283784, 8.18382e-05, 0.0050224, 0.458556, 0.225426, 0.0263912, 1.25309e-05, 0.00051651, 0.000208614, 2.75554e-08
7801.07, 0.283255, 8.16923e-05, 0.00501524, 0.459087, 0.22543, 0.0263911, 1.25763e-05, 0.000518654, 0.000209163, 2.76588e-08
7803.47, 0.282726, 8.15466e-05, 0.00500809, 0.459617, 0.225433, 0.0263911, 1.26219e-05, 0.000520806, 0.000209714, 2.77626e-08
7805.87, 0.282196, 8.14011e-05, 0.00500093, 0.460148, 0.225437, 0.026391, 1.26677e-05, 0.000522966, 0.000210266, 2.78668e-08
7808.28, 0.281667, 8.1256e-05, 0.00499378, 0.460678, 0.22544, 0.026391, 1.27136e-05, 0.000525135, 0.00021082, 2.79713e-08
7810.68, 0.281138, 8.1111e-05, 0.00498663, 0.461208, 0.225443, 0.0263909, 1.27597e-05, 0.000527312, 0.000211376, 2.80763e-08
7813.09, 0.280609, 8.09663e-05, 0.00497948, 0.461738, 0.225447, 0.0263909, 1.2806e-05, 0.000529498, 0.000211933, 2.81816e-08
7815.5, 0.28008, 8.08219e-05, 0.00497233, 0.462269, 0.22545, 0.0263908, 1.28524e-05, 0.000531693, 0.000212491, 2.82874e-08
7817.91, 0.279551, 8.06777e-05, 0.00496518, 0.462799, 0.225454, 0.0263908, 1.2899e-05, 0.000533896, 0.000213051, 2.83935e-08
7820.32, 0.279023, 8.05338e-05, 0.00495804, 0.463329, 0.225457, 0.0263908, 1.29459e-05, 0.000536107, 0.000213613, 2.85001e-08
7822.74, 0.278494, 8.039e-05, 0.00495089, 0.463858, 0.22546, 0.0263907, 1.29928e-05, 0.000538328, 0.000214177, 2.8607e-08
7825.15, 0.277965, 8.02466e-05, 0.00494375, 0.464388, 0.225464, 0.0263907, 1.304e-05, 0.000540557, 0.000214742, 2.87143e-08
7827.57, 0.277436, 8.01034e-05, 0.00493661, 0.464918, 0.225467, 0.0263906, 1.30873e-05, 0.000542795, 0.000215308, 2.8822e-08
7829.99, 0.276908, 7.99604e-05, 0.00492947, 0.465448, 0.22547, 0.0263906, 1.31349e-05, 0.000545041, 0.000215877, 2.89302e-08
7832.41, 0.276379, 7.98176e-05, 0.00492234, 0.465977, 0.225474, 0.0263905, 1.31826e-05, 0.000547297, 0.000216447, 2.90387e-08
7834.83, 0.275851, 7.96751e-05, 0.0049152, 0.466507, 0.225477, 0.0263905, 1.32305e-05, 0.000549561, 0.000217018, 2.91477e-08
7837.26, 0.275323, 7.95328e-05, 0.00490807, 0.467036, 0.225481, 0.0263904, 1.32785e-05, 0.000551834, 0.000217592, 2.9257e-08
7839.68, 0.274794, 7.93908e-05, 0.00490093, 0.467565, 0.225484, 0.0263904, 1.33268e-05, 0.000554117, 0.000218166, 2.93668e-08
7842.11, 0.274266, 7.9249e-05, 0.0048938, 0.468095, 0.225487, 0.0263903, 1.33753e-05, 0.000556408, 0.000218743, 2.9477e-08
7844.54, 0.273738, 7.91074e-05, 0.00488667, 0.468624, 0.225491, 0.0263903, 1.34239e-05, 0.000558708, 0.000219321, 2.95876e-08
7846.97, 0.27321, 7.89661e-05, 0.00487955, 0.469153, 0.225494, 0.0263902, 1.34727e-05, 0.000561018, 0.000219901, 2.96986e-08
7849.4, 0.272682, 7.8825e-05, 0.00487242, 0.469682, 0.225497, 0.0263902, 1.35217e-05, 0.000563336, 0.000220483, 2.981e-08
7851.83, 0.272154, 7.86841e-05, 0.00486529, 0.470211, 0.225501, 0.0263901, 1.35709e-05, 0.000565664, 0.000221067, 2.99218e-08
7854.27, 0.271626, 7.85435e-05, 0.00485817, 0.47074, 0.225504, 0.0263901, 1.36203e-05, 0.000568001, 0.000221652, 3.00341e-08
7856.71, 0.271098, 7.84031e-05, 0.00485105, 0.471269, 0.225507, 0.02639, 1.36699e-05, 0.000570347, 0.000222239, 3.01468e-08
7859.15, 0.27057, 7.82629e-05, 0.00484393, 0.471797, 0.225511, 0.02639, 1.37197e-05, 0.000572702, 0.000222827, 3.02599e-08
7861.59, 0.270043, 7.81229e-05, 0.00483681, 0.472326, 0.225514, 0.0263899, 1.37696e-05, 0.000575067, 0.000223417, 3.03735e-08
7864.03, 0.269515, 7.79832e-05, 0.00482969, 0.472855, 0.225518, 0.0263899, 1.38198e-05, 0.000577442, 0.00022401, 3.04875e-08
7866.47, 0.268988, 7.78437e-05, 0.00482257, 0.473383, 0.225521, 0.0263898, 1.38701e-05, 0.000579825, 0.000224603, 3.06019e-08
7868.92, 0.26846, 7.77044e-05, 0.00481546, 0.473911, 0.225524, 0.0263898, 1.39207e-05, 0.000582218, 0.000225199, 3.07167e-08
7871.37, 0.267933, 7.75653e-05, 0.00480834, 0.47444, 0.225528, 0.0263897, 1.39714e-05, 0.000584621, 0.000225796, 3.0832e-08
7873.82, 0.267405, 7.74265e-05, 0.00480123, 0.474968, 0.225531, 0.0263897, 1.40224e-05, 0.000587033, 0.000226396, 3.09478e-08
7876.27, 0.266878, 7.72879e-05, 0.00479412, 0.475496, 0.225534, 0.0263896, 1.40736e-05, 0.000589455, 0.000226996, 3.10639e-08
7878.72, 0.266351, 7.71495e-05, 0.00478701, 0.476024, 0.225538, 0.0263896, 1.41249e-05, 0.000591887, 0.000227599, 3.11805e-08
7881.18, 0.265824, 7.70113e-05, 0.0047799, 0.476552, 0.225541, 0.0263895, 1.41765e-05, 0.000594328, 0.000228204, 3.12976e-08
7883.64, 0.265297, 7.68734e-05, 0.00477279, 0.47708, 0.225544, 0.0263895, 1.42282e-05, 0.000596779, 0.00022881, 3.14151e-08
7886.09, 0.26477, 7.67356e-05, 0.00476568, 0.477608, 0.225547, 0.0263894, 1.42802e-05, 0.00059924, 0.000229418, 3.1533e-08
7888.55, 0.264243, 7.65981e-05, 0.00475858, 0.478136, 0.225551, 0.0263894, 1.43323e-05, 0.000601711, 0.000230028, 3.16514e-08
7891.02, 0.263716, 7.64608e-05, 0.00475147, 0.478663, 0.225554, 0.0263893, 1.43847e-05, 0.000604192, 0.00023064, 3.17703e-08
7893.48, 0.26319, 7.63237e-05, 0.00474437, 0.479191, 0.225557, 0.0263893, 1.44373e-05, 0.000606682, 0.000231254, 3.18896e-08
7895.95, 0.262663, 7.61869e-05, 0.00473727, 0.479718, 0.225561, 0.0263892, 1.44901e-05, 0.000609183, 0.00023187, 3.20094e-08
7898.42, 0.262136, 7.60502e-05, 0.00473016, 0.480246, 0.225564, 0.0263892, 1.45431e-05, 0.000611693, 0.000232487, 3.21296e-08
7900.89, 0.26161, 7.59138e-05, 0.00472306, 0.480773, 0.225567, 0.0263891, 1.45963e-05, 0.000614214, 0.000233106, 3.22503e-08
7903.36, 0.261083, 7.57775e-05, 0.00471597, 0.4813, 0.225571, 0.0263891, 1.46497e-05, 0.000616745, 0.000233728, 3.23715e-08
7905.83, 0.260557, 7.56415e-05, 0.00470887, 0.481827, 0.225574, 0.026389, 1.47033e-05, 0.000619286, 0.000234351, 3.24931e-08
7908.31, 0.260031, 7.55057e-05, 0.00470177, 0.482354, 0.225577, 0.0263889, 1.47572e-05, 0.000621837, 0.000234976, 3.26152e-08
7910.79, 0.259505, 7.53701e-05, 0.00469468, 0.482881, 0.225581, 0.0263889, 1.48112e-05, 0.000624399, 0.000235603, 3.27378e-08
7913.27, 0.258979, 7.52347e-05, 0.00468758, 0.483408, 0.225584, 0.0263888, 1.48655e-05, 0.000626971, 0.000236231, 3.28608e-08
7915.75, 0.258453, 7.50995e-05, 0.00468049, 0.483934, 0.225587, 0.0263888, 1.492e-05, 0.000629553, 0.000236862, 3.29843e-08
7918.24, 0.257927, 7.49646e-05, 0.0046734, 0.484461, 0.22559, 0.0263887, 1.49747e-05, 0.000632146, 0.000237495, 3.31083e-08
7920.72, 0.257401, 7.48298e-05, 0.0046663, 0.484988, 0.225594, 0.0263887, 1.50296e-05, 0.000634749, 0.00023813, 3.32328e-08
7923.21, 0.256875, 7.46952e-05, 0.00465921, 0.485514, 0.225597, 0.0263886, 1.50848e-05, 0.000637363, 0.000238766, 3.33578e-08
7925.7, 0.25635, 7.45609e-05, 0.00465212, 0.48604, 0.2256, 0.0263886, 1.51402e-05, 0.000639987, 0.000239405, 3.34832e-08
7928.19, 0.255824, 7.44267e-05, 0.00464504, 0.486567, 0.225603, 0.0263885, 1.51958e-05, 0.000642622, 0.000240046, 3.36092e-08
7930.69, 0.255298, 7.42928e-05, 0.00463795, 0.487093, 0.225607, 0.0263885, 1.52516e-05, 0.000645268, 0.000240688, 3.37356e-08
7933.18, 0.254773, 7.4159e-05, 0.00463086, 0.487619, 0.22561, 0.0263884, 1.53076e-05, 0.000647924, 0.000241333, 3.38625e-08
