T, N2, O2, NO, N, O, Ar, Ar+, N+, O+, e-
13059.4, 0.00196505, 6.08926e-06, 0.000196805, 0.679362, 0.216464, 0.0240183, 0.00238536, 0.0637804, 0.0118192, 2.93611e-06
13063.3, 0.00195943, 6.08148e-06, 0.000196449, 0.679244, 0.216441, 0.0240127, 0.00239094, 0.0639037, 0.0118423, 2.94181e-06
13067.2, 0.00195382, 6.07371e-06, 0.000196094, 0.679127, 0.216418, 0.0240072, 0.00239652, 0.064027, 0.0118654, 2.94751e-06
13071.1, 0.00194824, 6.06596e-06, 0.00019574, 0.679009, 0.216395, 0.0240016, 0.00240211, 0.0641503, 0.0118885, 2.95321e-06
13075, 0.00194269, 6.05824e-06, 0.000195387, 0.678892, 0.216372, 0.023996, 0.0024077, 0.0642736, 0.0119116, 2.95891e-06
13078.9, 0.00193715, 6.05053e-06, 0.000195035, 0.678774, 0.21635, 0.0239904, 0.00241329, 0.064397, 0.0119347, 2.96461e-06
13082.8, 0.00193165, 6.04285e-06, 0.000194685, 0.678656, 0.216327, 0.0239848, 0.00241889, 0.0645204, 0.0119578, 2.97031e-06
13086.7, 0.00192616, 6.03518e-06, 0.000194335, 0.678538, 0.216304, 0.0239792, 0.00242449, 0.0646438, 0.0119809, 2.97601e-06
13090.6, 0.0019207, 6.02754e-06, 0.000193987, 0.678421, 0.216281, 0.0239736, 0.00243009, 0.0647672, 0.0120041, 2.98172e-06
13094.5, 0.00191526, 6.01991e-06, 0.00019364, 0.678303, 0.216258, 0.023968, 0.00243569, 0.0648906, 0.0120272, 2.98742e-06
13098.4, 0.00190985, 6.01231e-06, 0.000193294, 0.678185, 0.216235, 0.0239624, 0.0024413, 0.0650141, 0.0120504, 2.99313e-06
13102.2, 0.00190446, 6.00473e-06, 0.000192949, 0.678067, 0.216212, 0.0239568, 0.00244691, 0.0651376, 0.0120735, 2.99884e-06
13106.1, 0.00189909, 5.99716e-06, 0.000192605, 0.677949, 0.216189, 0.0239512, 0.00245252, 0.0652611, 0.0120967, 3.00454e-06
13110, 0.00189374, 5.98962e-06, 0.000192262, 0.677831, 0.216166, 0.0239455, 0.00245814, 0.0653846, 0.0121199, 3.01025e-06
13113.8, 0.00188842, 5.9821e-06, 0.00019192, 0.677713, 0.216143, 0.0239399, 0.00246376, 0.0655082, 0.012143, 3.01597e-06
13117.7, 0.00188311, 5.97459e-06, 0.00019158, 0.677595, 0.21612, 0.0239343, 0.00246938, 0.0656317, 0.0121662, 3.02168e-06
13121.5, 0.00187784, 5.96711e-06, 0.00019124, 0.677477, 0.216097, 0.0239287, 0.00247501, 0.0657553, 0.0121894, 3.02739e-06
13125.4, 0.00187258, 5.95964e-06, 0.000190902, 0.677358, 0.216074, 0.023923, 0.00248064, 0.0658789, 0.0122126, 3.03311e-06
13129.2, 0.00186734, 5.9522e-06, 0.000190564, 0.67724, 0.216051, 0.0239174, 0.00248627, 0.0660026, 0.0122359, 3.03882e-06
13133.1, 0.00186213, 5.94477e-06, 0.000190228, 0.677122, 0.216028, 0.0239118, 0.00249191, 0.0661262, 0.0122591, 3.04454e-06
13136.9, 0.00185694, 5.93737e-06, 0.000189892, 0.677004, 0.216005, 0.0239061, 0.00249754, 0.0662499, 0.0122823, 3.05026e-06
13140.7, 0.00185177, 5.92998e-06, 0.000189558, 0.676885, 0.215982, 0.0239005, 0.00250319, 0.0663736, 0.0123056, 3.05598e-06
13144.6, 0.00184662, 5.92261e-06, 0.000189225, 0.676767, 0.215959, 0.0238948, 0.00250883, 0.0664973, 0.0123288, 3.0617e-06
13148.4, 0.0018415, 5.91526e-06, 0.000188893, 0.676648, 0.215936, 0.0238892, 0.00251448, 0.066621, 0.0123521, 3.06742e-06
13152.2, 0.00183639, 5.90793e-06, 0.000188561, 0.67653, 0.215912, 0.0238835, 0.00252013, 0.0667448, 0.0123753, 3.07314e-06
13156, 0.00183131, 5.90062e-06, 0.000188231, 0.676411, 0.215889, 0.0238779, 0.00252578, 0.0668686, 0.0123986, 3.07886e-06
13159.8, 0.00182624, 5.89333e-06, 0.000187902, 0.676293, 0.215866, 0.0238722, 0.00253143, 0.0669923, 0.0124219, 3.08459e-06
13163.7, 0.0018212, 5.88605e-06, 0.000187574, 0.676174, 0.215843, 0.0238666, 0.00253709, 0.0671162, 0.0124452, 3.09031e-06
13167.5, 0.00181618, 5.8788e-06, 0.000187247, 0.676055, 0.21582, 0.0238609, 0.00254275, 0.06724, 0.0124685, 3.09604e-06
13171.3, 0.00181118, 5.87156e-06, 0.000186921, 0.675937, 0.215797, 0.0238553, 0.00254842, 0.0673638, 0.0124918, 3.10177e-06
13175.1, 0.0018062, 5.86435e-06, 0.000186596, 0.675818, 0.215774, 0.0238496, 0.00255409, 0.0674877, 0.0125151, 3.1075e-06
13178.9, 0.00180124, 5.85715e-06, 0.000186272, 0.675699, 0.215751, 0.0238439, 0.00255976, 0.0676116, 0.0125384, 3.11323e-06
13182.7, 0.0017963, 5.84997e-06, 0.000185949, 0.67558, 0.215727, 0.0238382, 0.00256543, 0.0677355, 0.0125617, 3.11896e-06
13186.5, 0.00179138, 5.8428e-06, 0.000185627, 0.675462, 0.215704, 0.0238326, 0.00257111, 0.0678594, 0.0125851, 3.12469e-06
13190.2, 0.00178649, 5.83566e-06, 0.000185306, 0.675343, 0.215681, 0.0238269, 0.00257678, 0.0679834, 0.0126084, 3.13042e-06
13194, 0.00178161, 5.82853e-06, 0.000184985, 0.675224, 0.215658, 0.0238212, 0.00258247, 0.0681074, 0.0126317, 3.13616e-06
13197.8, 0.00177675, 5.82143e-06, 0.000184666, 0.675105, 0.215635, 0.0238155, 0.00258815, 0.0682313, 0.0126551, 3.14189e-06
13201.6, 0.00177191, 5.81434e-06, 0.000184348, 0.674986, 0.215612, 0.0238098, 0.00259384, 0.0683553, 0.0126785, 3.14763e-06
13205.4, 0.00176709, 5.80726e-06, 0.000184031, 0.674867, 0.215588, 0.0238041, 0.00259953, 0.0684794, 0.0127018, 3.15336e-06
13209.1, 0.00176229, 5.80021e-06, 0.000183715, 0.674748, 0.215565, 0.0237985, 0.00260522, 0.0686034, 0.0127252, 3.1591e-06
13212.9, 0.00175751, 5.79317e-06, 0.000183399, 0.674628, 0.215542, 0.0237928, 0.00261092, 0.0687275, 0.0127486, 3.16484e-06
13216.7, 0.00175275, 5.78615e-06, 0.000183085, 0.674509, 0.215519, 0.0237871, 0.00261662, 0.0688515, 0.012772, 3.17058e-06
13220.4, 0.00174801, 5.77915e-06, 0.000182772, 0.67439, 0.215496, 0.0237814, 0.00262232, 0.0689756, 0.0127954, 3.17632e-06
13224.2, 0.00174329, 5.77217e-06, 0.000182459, 0.674271, 0.215472, 0.0237757, 0.00262802, 0.0690998, 0.0128188, 3.18207e-06
13227.9, 0.00173859, 5.7652e-06, 0.000182148, 0.674151, 0.215449, 0.0237699, 0.00263373, 0.0692239, 0.0128422, 3.18781e-06
13231.7, 0.0017339, 5.75825e-06, 0.000181837, 0.674032, 0.215426, 0.0237642, 0.00263944, 0.069348, 0.0128657, 3.19355e-06
13235.4, 0.00172924, 5.75132e-06, 0.000181528, 0.673913, 0.215403, 0.0237585, 0.00264515, 0.0694722, 0.0128891, 3.1993e-06
13239.1, 0.00172459, 5.74441e-06, 0.000181219, 0.673793, 0.215379, 0.0237528, 0.00265087, 0.0695964, 0.0129126, 3.20504e-06
13242.9, 0.00171996, 5.73751e-06, 0.000180911, 0.673674, 0.215356, 0.0237471, 0.00265659, 0.0697206, 0.012936, 3.21079e-06
13246.6, 0.00171535, 5.73063e-06, 0.000180605, 0.673554, 0.215333, 0.0237414, 0.00266231, 0.0698448, 0.0129595, 3.21654e-06
13250.3, 0.00171076, 5.72377e-06, 0.000180299, 0.673435, 0.215309, 0.0237356, 0.00266803, 0.0699691, 0.0129829, 3.22229e-06
13254.1, 0.00170619, 5.71692e-06, 0.000179994, 0.673315, 0.215286, 0.0237299, 0.00267376, 0.0700933, 0.0130064, 3.22804e-06
13257.8, 0.00170164, 5.71009e-06, 0.00017969, 0.673196, 0.215263, 0.0237242, 0.00267949, 0.0702176, 0.0130299, 3.23379e-06
13261.5, 0.0016971, 5.70328e-06, 0.000179386, 0.673076, 0.215239, 0.0237185, 0.00268522, 0.0703419, 0.0130534, 3.23954e-06
13265.2, 0.00169258, 5.69649e-06, 0.000179084, 0.672957, 0.215216, 0.0237127, 0.00269095, 0.0704662, 0.0130769, 3.2453e-06
13269, 0.00168808, 5.68971e-06, 0.000178783, 0.672837, 0.215193, 0.023707, 0.00269669, 0.0705905, 0.0131004, 3.25105e-06
13272.7, 0.0016836, 5.68295e-06, 0.000178482, 0.672717, 0.215169, 0.0237012, 0.00270243, 0.0707149, 0.0131239, 3.25681e-06
13276.4, 0.00167914, 5.6762e-06, 0.000178183, 0.672597, 0.215146, 0.0236955, 0.00270817, 0.0708392, 0.0131474, 3.26256e-06
13280.1, 0.00167469, 5.66947e-06, 0.000177884, 0.672478, 0.215123, 0.0236898, 0.00271392, 0.0709636, 0.0131709, 3.26832e-06
13283.8, 0.00167026, 5.66276e-06, 0.000177586, 0.672358, 0.215099, 0.023684, 0.00271967, 0.071088, 0.0131945, 3.27408e-06
13287.5, 0.00166585, 5.65606e-06, 0.000177289, 0.672238, 0.215076, 0.0236783, 0.00272542, 0.0712124, 0.013218, 3.27984e-06
13291.2, 0.00166145, 5.64938e-06, 0.000176993, 0.672118, 0.215053, 0.0236725, 0.00273117, 0.0713368, 0.0132416, 3.2856e-06
13294.9, 0.00165708, 5.64272e-06, 0.000176698, 0.671998, 0.215029, 0.0236667, 0.00273693, 0.0714613, 0.0132651, 3.29136e-06
13298.5, 0.00165272, 5.63607e-06, 0.000176404, 0.671878, 0.215006, 0.023661, 0.00274268, 0.0715857, 0.0132887, 3.29712e-06
13302.2, 0.00164837, 5.62944e-06, 0.00017611, 0.671758, 0.214982, 0.0236552, 0.00274845, 0.0717102, 0.0133122, 3.30288e-06
13305.9, 0.00164405, 5.62283e-06, 0.000175817, 0.671638, 0.214959, 0.0236495, 0.00275421, 0.0718347, 0.0133358, 3.30865e-06
13309.6, 0.00163974, 5.61623e-06, 0.000175526, 0.671518, 0.214936, 0.0236437, 0.00275998, 0.0719592, 0.0133594, 3.31441e-06
13313.3, 0.00163545, 5.60965e-06, 0.000175235, 0.671398, 0.214912, 0.0236379, 0.00276575, 0.0720838, 0.013383, 3.32018e-06
13316.9, 0.00163117, 5.60308e-06, 0.000174945, 0.671278, 0.214889, 0.0236322, 0.00277152, 0.0722083, 0.0134066, 3.32594e-06
13320.6, 0.00162691, 5.59653e-06, 0.000174655, 0.671158, 0.214865, 0.0236264, 0.00277729, 0.0723329, 0.0134302, 3.33171e-06
13324.3, 0.00162267, 5.58999e-06, 0.000174367, 0.671037, 0.214842, 0.0236206, 0.00278307, 0.0724574, 0.0134538, 3.33748e-06
13327.9, 0.00161845, 5.58347e-06, 0.000174079, 0.670917, 0.214818, 0.0236148, 0.00278885, 0.072582, 0.0134775, 3.34325e-06
13331.6, 0.00161424, 5.57697e-06, 0.000173793, 0.670797, 0.214795, 0.023609, 0.00279463, 0.0727066, 0.0135011, 3.34902e-06
13335.2, 0.00161005, 5.57048e-06, 0.000173507, 0.670676, 0.214771, 0.0236033, 0.00280042, 0.0728313, 0.0135247, 3.35479e-06
13338.9, 0.00160587, 5.564e-06, 0.000173222, 0.670556, 0.214748, 0.0235975, 0.0028062, 0.0729559, 0.0135484, 3.36056e-06
13342.5, 0.00160171, 5.55755e-06, 0.000172938, 0.670436, 0.214724, 0.0235917, 0.00281199, 0.0730806, 0.013572, 3.36633e-06
13346.2, 0.00159756, 5.5511e-06, 0.000172654, 0.670315, 0.214701, 0.0235859, 0.00281779, 0.0732052, 0.0135957, 3.37211e-06
13349.8, 0.00159344, 5.54468e-06, 0.000172371, 0.670195, 0.214677, 0.0235801, 0.00282358, 0.0733299, 0.0136194, 3.37788e-06
13353.4, 0.00158932, 5.53826e-06, 0.00017209, 0.670074, 0.214654, 0.0235743, 0.00282938, 0.0734546, 0.013643, 3.38366e-06
13357.1, 0.00158523, 5.53187e-06, 0.000171809, 0.669954, 0.21463, 0.0235685, 0.00283518, 0.0735793, 0.0136667, 3.38944e-06
13360.7, 0.00158115, 5.52548e-06, 0.000171528, 0.669833, 0.214607, 0.0235627, 0.00284098, 0.0737041, 0.0136904, 3.39521e-06
13364.3, 0.00157708, 5.51912e-06, 0.000171249, 0.669713, 0.214583, 0.0235569, 0.00284679, 0.0738288, 0.0137141, 3.40099e-06
13368, 0.00157303, 5.51277e-06, 0.00017097, 0.669592, 0.21456, 0.0235511, 0.00285259, 0.0739536, 0.0137378, 3.40677e-06
13371.6, 0.001569, 5.50643e-06, 0.000170693, 0.669472, 0.214536, 0.0235453, 0.0028584, 0.0740784, 0.0137615, 3.41255e-06
13375.2, 0.00156498, 5.50011e-06, 0.000170416, 0.669351, 0.214513, 0.0235395, 0.00286422, 0.0742032, 0.0137852, 3.41833e-06
13378.8, 0.00156097, 5.4938e-06, 0.000170139, 0.66923, 0.214489, 0.0235336, 0.00287003, 0.074328, 0.013809, 3.42411e-06
13382.4, 0.00155699, 5.48751e-06, 0.000169864, 0.66911, 0.214465, 0.0235278, 0.00287585, 0.0744528, 0.0138327, 3.4299e-06
13386, 0.00155301, 5.48123e-06, 0.000169589, 0.668989, 0.214442, 0.023522, 0.00288167, 0.0745776, 0.0138564, 3.43568e-06
13389.7, 0.00154905, 5.47497e-06, 0.000169315, 0.668868, 0.214418, 0.0235162, 0.00288749, 0.0747025, 0.0138802, 3.44146e-06
13393.3, 0.00154511, 5.46872e-06, 0.000169042, 0.668747, 0.214395, 0.0235104, 0.00289332, 0.0748273, 0.0139039, 3.44725e-06
13396.9, 0.00154118, 5.46249e-06, 0.00016877, 0.668627, 0.214371, 0.0235045, 0.00289915, 0.0749522, 0.0139277, 3.45304e-06
13400.5, 0.00153727, 5.45627e-06, 0.000168498, 0.668506, 0.214347, 0.0234987, 0.00290498, 0.0750771, 0.0139515, 3.45882e-06
13404, 0.00153337, 5.45006e-06, 0.000168228, 0.668385, 0.214324, 0.0234929, 0.00291081, 0.075202, 0.0139753, 3.46461e-06
13407.6, 0.00152949, 5.44387e-06, 0.000167957, 0.668264, 0.2143, 0.023487, 0.00291664, 0.075327, 0.013999, 3.4704e-06
13411.2, 0.00152562, 5.43769e-06, 0.000167688, 0.668143, 0.214276, 0.0234812, 0.00292248, 0.0754519, 0.0140228, 3.47619e-06
13414.8, 0.00152176, 5.43153e-06, 0.00016742, 0.668022, 0.214253, 0.0234753, 0.00292832, 0.0755769, 0.0140466, 3.48198e-06
13418.4, 0.00151792, 5.42538e-06, 0.000167152, 0.667901, 0.214229, 0.0234695, 0.00293416, 0.0757018, 0.0140704, 3.48777e-06
13422, 0.0015141, 5.41925e-06, 0.000166885, 0.66778, 0.214205, 0.0234637, 0.00294001, 0.0758268, 0.0140943, 3.49356e-06
13425.5, 0.00151029, 5.41313e-06, 0.000166618, 0.667659, 0.214182, 0.0234578, 0.00294585, 0.0759518, 0.0141181, 3.49935e-06
13429.1, 0.00150649, 5.40703e-06, 0.000166353, 0.667538, 0.214158, 0.023452, 0.0029517, 0.0760768, 0.0141419, 3.50515e-06
13432.7, 0.00150271, 5.40093e-06, 0.000166088, 0.667417, 0.214134, 0.0234461, 0.00295755, 0.0762019, 0.0141657, 3.51094e-06
13436.3, 0.00149894, 5.39486e-06, 0.000165824, 0.667295, 0.214111, 0.0234403, 0.00296341, 0.0763269, 0.0141896, 3.51674e-06
13439.8, 0.00149518, 5.38879e-06, 0.000165561, 0.667174, 0.214087, 0.0234344, 0.00296927, 0.0764519, 0.0142134, 3.52253e-06
13443.4, 0.00149144, 5.38274e-06, 0.000165298, 0.667053, 0.214063, 0.0234285, 0.00297512, 0.076577, 0.0142373, 3.52833e-06
13446.9, 0.00148771, 5.37671e-06, 0.000165036, 0.666932, 0.21404, 0.0234227, 0.00298099, 0.0767021, 0.0142612, 3.53413e-06
13450.5, 0.001484, 5.37069e-06, 0.000164775, 0.666811, 0.214016, 0.0234168, 0.00298685, 0.0768272, 0.014285, 3.53993e-06
13454, 0.0014803, 5.36468e-06, 0.000164514, 0.666689, 0.213992, 0.023411, 0.00299271, 0.0769523, 0.0143089, 3.54573e-06
13457.6, 0.00147661, 5.35868e-06, 0.000164255, 0.666568, 0.213968, 0.0234051, 0.00299858, 0.0770774, 0.0143328, 3.55153e-06
13461.1, 0.00147294, 5.3527e-06, 0.000163996, 0.666447, 0.213945, 0.0233992, 0.00300445, 0.0772026, 0.0143567, 3.55733e-06
13464.7, 0.00146928, 5.34673e-06, 0.000163737, 0.666325, 0.213921, 0.0233933, 0.00301033, 0.0773277, 0.0143806, 3.56313e-06
13468.2, 0.00146564, 5.34078e-06, 0.00016348, 0.666204, 0.213897, 0.0233875, 0.0030162, 0.0774529, 0.0144045, 3.56893e-06
13471.8, 0.00146201, 5.33484e-06, 0.000163223, 0.666082, 0.213873, 0.0233816, 0.00302208, 0.077578, 0.0144284, 3.57474e-06
13475.3, 0.00145839, 5.32891e-06, 0.000162966, 0.665961, 0.21385, 0.0233757, 0.00302796, 0.0777032, 0.0144523, 3.58054e-06
13478.8, 0.00145478, 5.323e-06, 0.000162711, 0.665839, 0.213826, 0.0233698, 0.00303384, 0.0778284, 0.0144762, 3.58635e-06
13482.3, 0.00145119, 5.31709e-06, 0.000162456, 0.665718, 0.213802, 0.0233639, 0.00303973, 0.0779536, 0.0145002, 3.59215e-06
13485.9, 0.00144761, 5.31121e-06, 0.000162202, 0.665596, 0.213778, 0.0233581, 0.00304561, 0.0780789, 0.0145241, 3.59796e-06
13489.4, 0.00144405, 5.30533e-06, 0.000161949, 0.665475, 0.213754, 0.0233522, 0.0030515, 0.0782041, 0.0145481, 3.60377e-06
13492.9, 0.00144049, 5.29947e-06, 0.000161696, 0.665353, 0.213731, 0.0233463, 0.00305739, 0.0783294, 0.014572, 3.60957e-06
13496.4, 0.00143695, 5.29362e-06, 0.000161444, 0.665232, 0.213707, 0.0233404, 0.00306329, 0.0784546, 0.014596, 3.61538e-06
13499.9, 0.00143343, 5.28779e-06, 0.000161192, 0.66511, 0.213683, 0.0233345, 0.00306918, 0.0785799, 0.01462, 3.62119e-06
13503.5, 0.00142991, 5.28196e-06, 0.000160942, 0.664988, 0.213659, 0.0233286, 0.00307508, 0.0787052, 0.0146439, 3.627e-06
13507, 0.00142641, 5.27615e-06, 0.000160692, 0.664867, 0.213635, 0.0233227, 0.00308098, 0.0788305, 0.0146679, 3.63281e-06
13510.5, 0.00142292, 5.27036e-06, 0.000160442, 0.664745, 0.213611, 0.0233168, 0.00308688, 0.0789558, 0.0146919, 3.63863e-06
13514, 0.00141945, 5.26457e-06, 0.000160194, 0.664623, 0.213588, 0.0233109, 0.00309279, 0.0790812, 0.0147159, 3.64444e-06
13517.5, 0.00141598, 5.2588e-06, 0.000159946, 0.664501, 0.213564, 0.023305, 0.0030987, 0.0792065, 0.0147399, 3.65025e-06
13521, 0.00141253, 5.25305e-06, 0.000159698, 0.66438, 0.21354, 0.0232991, 0.00310461, 0.0793319, 0.0147639, 3.65607e-06
13524.5, 0.00140909, 5.2473e-06, 0.000159452, 0.664258, 0.213516, 0.0232931, 0.00311052, 0.0794572, 0.0147879, 3.66188e-06
13528, 0.00140567, 5.24157e-06, 0.000159206, 0.664136, 0.213492, 0.0232872, 0.00311643, 0.0795826, 0.014812, 3.6677e-06
13531.4, 0.00140225, 5.23585e-06, 0.00015896, 0.664014, 0.213468, 0.0232813, 0.00312235, 0.079708, 0.014836, 3.67351e-06
13534.9, 0.00139885, 5.23014e-06, 0.000158715, 0.663892, 0.213444, 0.0232754, 0.00312827, 0.0798334, 0.01486, 3.67933e-06
13538.4, 0.00139546, 5.22444e-06, 0.000158471, 0.66377, 0.21342, 0.0232695, 0.00313419, 0.0799588, 0.0148841, 3.68515e-06
13541.9, 0.00139209, 5.21876e-06, 0.000158228, 0.663648, 0.213396, 0.0232636, 0.00314011, 0.0800842, 0.0149081, 3.69097e-06
13545.4, 0.00138872, 5.21309e-06, 0.000157985, 0.663526, 0.213372, 0.0232576, 0.00314603, 0.0802097, 0.0149322, 3.69679e-06
13548.8, 0.00138537, 5.20743e-06, 0.000157743, 0.663404, 0.213349, 0.0232517, 0.00315196, 0.0803351, 0.0149563, 3.70261e-06
13552.3, 0.00138203, 5.20179e-06, 0.000157502, 0.663282, 0.213325, 0.0232458, 0.00315789, 0.0804606, 0.0149803, 3.70843e-06
13555.8, 0.0013787, 5.19615e-06, 0.000157261, 0.66316, 0.213301, 0.0232398, 0.00316382, 0.0805861, 0.0150044, 3.71425e-06
13559.2, 0.00137538, 5.19053e-06, 0.00015702, 0.663038, 0.213277, 0.0232339, 0.00316975, 0.0807116, 0.0150285, 3.72007e-06
13562.7, 0.00137207, 5.18492e-06, 0.000156781, 0.662916, 0.213253, 0.023228, 0.00317569, 0.0808371, 0.0150526, 3.7259e-06
13566.2, 0.00136878, 5.17933e-06, 0.000156542, 0.662794, 0.213229, 0.023222, 0.00318163, 0.0809626, 0.0150767, 3.73172e-06
13569.6, 0.0013655, 5.17374e-06, 0.000156304, 0.662672, 0.213205, 0.0232161, 0.00318757, 0.0810881, 0.0151008, 3.73754e-06
13573.1, 0.00136223, 5.16817e-06, 0.000156066, 0.66255, 0.213181, 0.0232102, 0.00319351, 0.0812136, 0.0151249, 3.74337e-06
13576.5, 0.00135897, 5.16261e-06, 0.000155829, 0.662428, 0.213157, 0.0232042, 0.00319945, 0.0813392, 0.0151491, 3.7492e-06
13580, 0.00135572, 5.15706e-06, 0.000155592, 0.662305, 0.213133, 0.0231983, 0.0032054, 0.0814647, 0.0151732, 3.75502e-06
13583.4, 0.00135249, 5.15152e-06, 0.000155357, 0.662183, 0.213109, 0.0231923, 0.00321135, 0.0815903, 0.0151973, 3.76085e-06
13586.9, 0.00134926, 5.146e-06, 0.000155121, 0.662061, 0.213085, 0.0231864, 0.0032173, 0.0817159, 0.0152215, 3.76668e-06
13590.3, 0.00134605, 5.14048e-06, 0.000154887, 0.661939, 0.213061, 0.0231804, 0.00322325, 0.0818415, 0.0152456, 3.77251e-06
13593.7, 0.00134285, 5.13498e-06, 0.000154653, 0.661816, 0.213037, 0.0231745, 0.00322921, 0.0819671, 0.0152698, 3.77834e-06
13597.2, 0.00133965, 5.12949e-06, 0.000154419, 0.661694, 0.213013, 0.0231685, 0.00323516, 0.0820927, 0.0152939, 3.78417e-06
13600.6, 0.00133648, 5.12402e-06, 0.000154187, 0.661572, 0.212989, 0.0231625, 0.00324112, 0.0822183, 0.0153181, 3.79e-06
13604, 0.00133331, 5.11855e-06, 0.000153954, 0.661449, 0.212965, 0.0231566, 0.00324708, 0.0823439, 0.0153423, 3.79583e-06
13607.5, 0.00133015, 5.11309e-06, 0.000153723, 0.661327, 0.212941, 0.0231506, 0.00325305, 0.0824696, 0.0153665, 3.80166e-06
13610.9, 0.001327, 5.10765e-06, 0.000153492, 0.661205, 0.212916, 0.0231447, 0.00325901, 0.0825953, 0.0153907, 3.80749e-06
13614.3, 0.00132387, 5.10222e-06, 0.000153262, 0.661082, 0.212892, 0.0231387, 0.00326498, 0.0827209, 0.0154149, 3.81333e-06
13617.7, 0.00132074, 5.0968e-06, 0.000153032, 0.66096, 0.212868, 0.0231327, 0.00327095, 0.0828466, 0.0154391, 3.81916e-06
13621.2, 0.00131763, 5.09139e-06, 0.000152803, 0.660837, 0.212844, 0.0231267, 0.00327692, 0.0829723, 0.0154633, 3.825e-06
13624.6, 0.00131453, 5.08599e-06, 0.000152574, 0.660715, 0.21282, 0.0231208, 0.00328289, 0.083098, 0.0154875, 3.83083e-06
13628, 0.00131144, 5.08061e-06, 0.000152346, 0.660592, 0.212796, 0.0231148, 0.00328887, 0.0832237, 0.0155117, 3.83667e-06
13631.4, 0.00130835, 5.07524e-06, 0.000152119, 0.66047, 0.212772, 0.0231088, 0.00329485, 0.0833494, 0.015536, 3.84251e-06
13634.8, 0.00130528, 5.06987e-06, 0.000151892, 0.660347, 0.212748, 0.0231028, 0.00330083, 0.0834752, 0.0155602, 3.84835e-06
13638.2, 0.00130222, 5.06452e-06, 0.000151665, 0.660224, 0.212724, 0.0230969, 0.00330681, 0.0836009, 0.0155844, 3.85418e-06
13641.6, 0.00129917, 5.05918e-06, 0.00015144, 0.660102, 0.2127, 0.0230909, 0.00331279, 0.0837267, 0.0156087, 3.86002e-06
13645, 0.00129614, 5.05385e-06, 0.000151215, 0.659979, 0.212675, 0.0230849, 0.00331878, 0.0838524, 0.015633, 3.86586e-06
13648.4, 0.00129311, 5.04853e-06, 0.00015099, 0.659857, 0.212651, 0.0230789, 0.00332476, 0.0839782, 0.0156572, 3.8717e-06
13651.8, 0.00129009, 5.04323e-06, 0.000150766, 0.659734, 0.212627, 0.0230729, 0.00333075, 0.084104, 0.0156815, 3.87754e-06
13655.2, 0.00128708, 5.03793e-06, 0.000150543, 0.659611, 0.212603, 0.0230669, 0.00333674, 0.0842298, 0.0157058, 3.88339e-06
13658.6, 0.00128408, 5.03264e-06, 0.00015032, 0.659489, 0.212579, 0.0230609, 0.00334274, 0.0843556, 0.0157301, 3.88923e-06
13662, 0.0012811, 5.02737e-06, 0.000150098, 0.659366, 0.212555, 0.0230549, 0.00334873, 0.0844814, 0.0157543, 3.89507e-06
13665.3, 0.00127812, 5.02211e-06, 0.000149876, 0.659243, 0.212531, 0.0230489, 0.00335473, 0.0846072, 0.0157786, 3.90092e-06
13668.7, 0.00127515, 5.01685e-06, 0.000149655, 0.65912, 0.212506, 0.0230429, 0.00336073, 0.0847331, 0.015803, 3.90676e-06
13672.1, 0.0012722, 5.01161e-06, 0.000149434, 0.658997, 0.212482, 0.0230369, 0.00336673, 0.0848589, 0.0158273, 3.91261e-06
13675.5, 0.00126925, 5.00638e-06, 0.000149214, 0.658875, 0.212458, 0.0230309, 0.00337273, 0.0849848, 0.0158516, 3.91845e-06
13678.8, 0.00126631, 5.00116e-06, 0.000148995, 0.658752, 0.212434, 0.0230249, 0.00337874, 0.0851106, 0.0158759, 3.9243e-06
13682.2, 0.00126339, 4.99595e-06, 0.000148776, 0.658629, 0.21241, 0.0230189, 0.00338475, 0.0852365, 0.0159002, 3.93014e-06
13685.6, 0.00126047, 4.99076e-06, 0.000148558, 0.658506, 0.212385, 0.0230129, 0.00339076, 0.0853624, 0.0159246, 3.93599e-06
13688.9, 0.00125756, 4.98557e-06, 0.00014834, 0.658383, 0.212361, 0.0230069, 0.00339677, 0.0854883, 0.0159489, 3.94184e-06
13692.3, 0.00125467, 4.98039e-06, 0.000148122, 0.65826, 0.212337, 0.0230009, 0.00340278, 0.0856142, 0.0159733, 3.94769e-06
13695.7, 0.00125178, 4.97523e-06, 0.000147906, 0.658137, 0.212313, 0.0229949, 0.00340879, 0.0857401, 0.0159976, 3.95354e-06
13699, 0.0012489, 4.97007e-06, 0.00014769, 0.658014, 0.212288, 0.0229889, 0.00341481, 0.085866, 0.016022, 3.95939e-06
13702.4, 0.00124604, 4.96492e-06, 0.000147474, 0.657891, 0.212264, 0.0229828, 0.00342083, 0.085992, 0.0160464, 3.96524e-06
13705.7, 0.00124318, 4.95979e-06, 0.000147259, 0.657768, 0.21224, 0.0229768, 0.00342685, 0.0861179, 0.0160708, 3.97109e-06
13709.1, 0.00124033, 4.95467e-06, 0.000147044, 0.657645, 0.212216, 0.0229708, 0.00343287, 0.0862439, 0.0160951, 3.97694e-06
13712.4, 0.00123749, 4.94955e-06, 0.00014683, 0.657522, 0.212191, 0.0229648, 0.0034389, 0.0863698, 0.0161195, 3.9828e-06
