Variables = " x points", "y points" 
ZONE T="Grid", I=200, J=100, F=POINT
0 0
0 0.0075
0 0.015
0 0.0225
0 0.03
0 0.0375
0 0.045
0 0.0525
0 0.06
0 0.0675
0 0.075
0 0.0825
0 0.09
0 0.0975
0 0.105
0 0.1125
0 0.12
0 0.1275
0 0.135
0 0.1425
0 0.15
0 0.1575
0 0.165
0 0.1725
0 0.18
0 0.1875
0 0.195
0 0.2025
0 0.21
0 0.2175
0 0.225
0 0.2325
0 0.24
0 0.2475
0 0.255
0 0.2625
0 0.27
0 0.2775
0 0.285
0 0.2925
0 0.3
0 0.3075
0 0.315
0 0.3225
0 0.33
0 0.3375
0 0.345
0 0.3525
0 0.36
0 0.3675
0 0.375
0 0.3825
0 0.39
0 0.3975
0 0.405
0 0.4125
0 0.42
0 0.4275
0 0.435
0 0.4425
0 0.45
0 0.4575
0 0.465
0 0.4725
0 0.48
0 0.4875
0 0.495
0 0.5025
0 0.51
0 0.5175
0 0.525
0 0.5325
0 0.54
0 0.5475
0 0.555
0 0.5625
0 0.57
0 0.5775
0 0.585
0 0.5925
0 0.6
0 0.6075
0 0.615
0 0.6225
0 0.63
0 0.6375
0 0.645
0 0.6525
0 0.66
0 0.6675
0 0.675
0 0.6825
0 0.69
0 0.6975
0 0.705
0 0.7125
0 0.72
0 0.7275
0 0.735
0 0.7425
0 0.75
0.015 0
0.015 0.0075
0.015 0.015
0.015 0.0225
0.015 0.03
0.015 0.0375
0.015 0.045
0.015 0.0525
0.015 0.06
0.015 0.0675
0.015 0.075
0.015 0.0825
0.015 0.09
0.015 0.0975
0.015 0.105
0.015 0.1125
0.015 0.12
0.015 0.1275
0.015 0.135
0.015 0.1425
0.015 0.15
0.015 0.1575
0.015 0.165
0.015 0.1725
0.015 0.18
0.015 0.1875
0.015 0.195
0.015 0.2025
0.015 0.21
0.015 0.2175
0.015 0.225
0.015 0.2325
0.015 0.24
0.015 0.2475
0.015 0.255
0.015 0.2625
0.015 0.27
0.015 0.2775
0.015 0.285
0.015 0.2925
0.015 0.3
0.015 0.3075
0.015 0.315
0.015 0.3225
0.015 0.33
0.015 0.3375
0.015 0.345
0.015 0.3525
0.015 0.36
0.015 0.3675
0.015 0.375
0.015 0.3825
0.015 0.39
0.015 0.3975
0.015 0.405
0.015 0.4125
0.015 0.42
0.015 0.4275
0.015 0.435
0.015 0.4425
0.015 0.45
0.015 0.4575
0.015 0.465
0.015 0.4725
0.015 0.48
0.015 0.4875
0.015 0.495
0.015 0.5025
0.015 0.51
0.015 0.5175
0.015 0.525
0.015 0.5325
0.015 0.54
0.015 0.5475
0.015 0.555
0.015 0.5625
0.015 0.57
0.015 0.5775
0.015 0.585
0.015 0.5925
0.015 0.6
0.015 0.6075
0.015 0.615
0.015 0.6225
0.015 0.63
0.015 0.6375
0.015 0.645
0.015 0.6525
0.015 0.66
0.015 0.6675
0.015 0.675
0.015 0.6825
0.015 0.69
0.015 0.6975
0.015 0.705
0.015 0.7125
0.015 0.72
0.015 0.7275
0.015 0.735
0.015 0.7425
0.015 0.75
0.03 0
0.03 0.0075
0.03 0.015
0.03 0.0225
0.03 0.03
0.03 0.0375
0.03 0.045
0.03 0.0525
0.03 0.06
0.03 0.0675
0.03 0.075
0.03 0.0825
0.03 0.09
