T, N2, O2, NO, N, O, Ar, Ar+, N+, O+, e-
598.148, 0.773299, 0.207487, 1.91427e-08, 0, 6.63363e-314, 0.0192136, 6.74643e-43, 0, 4.68682e-225, 0
624.544, 0.773299, 0.207487, 4.1606e-08, 0, 1.02156e-290, 0.0192136, 3.74094e-42, 0, 5.09052e-214, 0
650.737, 0.773299, 0.207487, 8.44662e-08, 0, 1.0853e-267, 0.0192136, 1.75992e-41, 0, 3.59674e-203, 0
676.727, 0.773299, 0.207487, 1.61554e-07, 0, 5.31324e-245, 0.0192136, 7.25333e-41, 0, 1.52134e-192, 0
702.518, 0.773299, 0.207487, 2.93228e-07, 0, 2.53865e-223, 0.0192136, 2.66609e-40, 0, 3.58612e-182, 0
728.115, 0.773299, 0.207487, 5.08177e-07, 0, 1.7695e-202, 0.0192136, 8.86081e-40, 0, 4.35349e-172, 0
753.521, 0.773299, 0.207487, 8.45313e-07, 0, 2.57451e-182, 0.0192136, 2.69342e-39, 0, 2.29112e-162, 0
778.743, 0.773298, 0.207487, 1.3557e-06, 0, 5.25316e-163, 0.0192136, 7.56163e-39, 0, 3.37628e-153, 0
803.786, 0.773298, 0.207486, 2.1044e-06, 0, 5.49301e-139, 0.0192136, 5.37464e-38, 0, 4.38487e-142, 0
828.658, 0.773297, 0.207486, 3.17223e-06, 0, 6.2872e-116, 0.0192136, 3.58401e-37, 0, 1.43409e-129, 0
853.362, 0.773297, 0.207485, 4.65728e-06, 0, 4.21376e-93, 0.0192136, 6.13354e-36, 0, 2.49978e-119, 0
877.907, 0.773296, 0.207484, 6.67625e-06, 0, 3.25784e-75, 0.0192136, 3.66591e-35, 0, 3.4871e-109, 0
902.298, 0.773294, 0.207483, 9.36548e-06, 0, 6.47696e-58, 0.0192136, 5.68156e-34, 0, 3.41218e-101, 0
926.541, 0.773293, 0.207481, 1.28817e-05, 0, 3.28297e-44, 0.0192136, 3.10329e-33, 0, 6.13471e-93, 0
950.641, 0.77329, 0.207479, 1.74023e-05, 0, 4.11987e-32, 0.0192136, 1.62994e-32, 0, 1.85189e-85, 0
974.605, 0.773287, 0.207476, 2.31259e-05, 0, 1.77617e-21, 0.0192136, 8.25956e-32, 0, 1.11564e-78, 0
998.435, 0.773284, 0.207472, 3.02715e-05, 0, 3.42051e-12, 0.0192136, 4.05005e-31, 0, 1.55994e-72, 0
1022.14, 0.773279, 0.207468, 3.90789e-05, 0, 3.62594e-10, 0.0192136, 1.92676e-30, 0, 5.78392e-67, 0
1045.72, 0.773274, 0.207462, 4.98069e-05, 6.5846e-306, 7.01085e-10, 0.0192136, 8.91413e-30, 0, 6.39423e-62, 0
1069.18, 0.773268, 0.207456, 6.27334e-05, 3.76965e-281, 1.31257e-09, 0.0192136, 4.01915e-29, 0, 2.33923e-57, 0
1092.53, 0.77326, 0.207448, 7.81534e-05, 6.29216e-258, 2.38512e-09, 0.0192136, 1.76936e-28, 0, 3.1057e-53, 0
1115.77, 0.773251, 0.207439, 9.63783e-05, 3.83439e-236, 4.21562e-09, 0.0192136, 7.61855e-28, 0, 1.62541e-49, 0
1138.89, 0.77324, 0.207429, 0.000117734, 3.72303e-224, 7.26137e-09, 0.0192136, 1.18217e-27, 0, 1.69368e-44, 0
1161.92, 0.773228, 0.207416, 0.000142559, 1.47942e-204, 1.22109e-08, 0.0192136, 4.89145e-27, 0, 1.85277e-41, 0
1184.84, 0.773213, 0.207402, 0.000171204, 3.6261e-186, 2.0079e-08, 0.0192136, 1.98797e-26, 0, 9.71729e-39, 0
1207.67, 0.773197, 0.207385, 0.000204027, 6.44637e-169, 3.23319e-08, 0.0192136, 7.94509e-26, 0, 2.5788e-36, 0
1230.39, 0.773178, 0.207367, 0.000241397, 1.40171e-159, 5.10498e-08, 0.0192136, 1.14994e-25, 0, 2.32724e-32, 0
1253.02, 0.773157, 0.207345, 0.000283686, 4.67561e-144, 7.91331e-08, 0.0192136, 4.45803e-25, 0, 2.56462e-30, 0
1275.56, 0.773133, 0.207322, 0.000331271, 1.23528e-135, 1.20561e-07, 0.0192136, 6.26709e-25, 0, 1.27933e-26, 0
1298.01, 0.773107, 0.207295, 0.00038453, 7.27126e-122, 1.80711e-07, 0.0192136, 2.35262e-24, 0, 5.45274e-25, 0
1320.37, 0.773077, 0.207265, 0.000443843, 3.63001e-109, 2.66747e-07, 0.0192136, 8.39028e-24, 0, 1.76279e-23, 0
1342.65, 0.773044, 0.207232, 0.000509588, 1.23965e-102, 3.88088e-07, 0.0192136, 5.64414e-26, 0, 1.71751e-22, 0
1364.83, 0.773008, 0.207196, 0.000582138, 1.40355e-91, 5.56961e-07, 0.0192136, 7.70358e-26, 5.40638e-311, 9.7129e-22, 0
1386.94, 0.772968, 0.207156, 0.000661864, 5.43109e-86, 7.8905e-07, 0.0192136, 1.12547e-28, 4.96425e-307, 1.19977e-21, 0
1408.96, 0.772924, 0.207112, 0.000749128, 2.18566e-76, 1.10425e-06, 0.0192136, 1.14694e-28, 3.7938e-292, 3.16753e-21, 0
1430.89, 0.772876, 0.207064, 0.000844285, 1.31701e-71, 1.52753e-06, 0.0192136, 2.43489e-31, 1.35376e-288, 3.55876e-21, 0
1452.74, 0.772824, 0.207012, 0.000947681, 4.18721e-67, 2.08993e-06, 0.0192136, 7.59781e-34, 4.52942e-285, 4.55535e-21, 0
1474.52, 0.772768, 0.206956, 0.00105965, 2.70102e-59, 2.82962e-06, 0.0192136, 2.33577e-33, 5.23676e-271, 1.65044e-20, 0
1496.21, 0.772707, 0.206895, 0.00118052, 1.94077e-55, 3.79319e-06, 0.0192136, 1.10189e-35, 9.57893e-268, 2.43034e-20, 0
1517.82, 0.772642, 0.206829, 0.00131059, 9.63701e-49, 5.03694e-06, 0.0192136, 7.43303e-35, 3.38151e-254, 1.14935e-19, 0
1539.35, 0.772571, 0.206758, 0.00145016, 1.66751e-45, 6.6284e-06, 0.0192136, 6.51338e-37, 3.65534e-251, 1.96418e-19, 0
1560.8, 0.772496, 0.206682, 0.00159952, 2.13081e-42, 8.64794e-06, 0.0192135, 4.07645e-39, 2.19133e-248, 2.15198e-19, 0
1582.17, 0.772415, 0.206601, 0.00175892, 4.39437e-37, 1.11904e-05, 0.0192135, 2.05626e-38, 5.49523e-236, 4.41656e-19, 0
1603.46, 0.772329, 0.206514, 0.0019286, 1.71625e-34, 1.43671e-05, 0.0192135, 1.55472e-40, 1.65253e-233, 4.40448e-19, 0
1624.67, 0.772238, 0.206422, 0.0021088, 4.94219e-30, 1.83074e-05, 0.0192135, 4.31639e-39, 4.28201e-221, 3.11582e-18, 0
1645.8, 0.77214, 0.206324, 0.00229971, 6.79255e-28, 2.31612e-05, 0.0192134, 5.62774e-41, 8.89224e-219, 3.69607e-18, 0
1666.85, 0.772037, 0.206219, 0.00250153, 8.09272e-26, 2.91005e-05, 0.0192133, 3.81657e-43, 7.98606e-217, 2.11419e-18, 0
1687.81, 0.771928, 0.206108, 0.00271442, 1.7477e-22, 3.63216e-05, 0.0192133, 1.44529e-41, 4.09048e-205, 1.33434e-17, 0
1708.69, 0.771812, 0.205991, 0.00293851, 8.76186e-21, 4.50475e-05, 0.0192132, 2.43425e-43, 4.49676e-203, 1.51623e-17, 0
1729.49, 0.771691, 0.205867, 0.00317392, 3.32415e-19, 5.55295e-05, 0.0192131, 2.45929e-45, 2.35081e-201, 8.9969e-18, 0
1750.2, 0.771562, 0.205736, 0.00342074, 1.14792e-17, 6.80497e-05, 0.019213, 9.72544e-47, 3.84038e-199, 1.77509e-17, 0
1770.82, 0.771427, 0.205598, 0.00367904, 1.60354e-15, 8.29223e-05, 0.0192128, 3.02295e-45, 1.45002e-188, 3.41617e-17, 0
1791.34, 0.771286, 0.205452, 0.00394886, 2.75011e-14, 0.000100496, 0.0192127, 1.09082e-46, 1.17973e-186, 3.65368e-17, 0
1811.78, 0.771137, 0.205299, 0.00423019, 3.65875e-13, 0.000121154, 0.0192125, 4.97742e-48, 1.04833e-184, 3.88944e-17, 0
1832.11, 0.770981, 0.205138, 0.00452303, 4.52342e-12, 0.000145318, 0.0192122, 2.28284e-49, 7.65518e-183, 3.31383e-17, 0
1852.35, 0.770818, 0.204969, 0.00482732, 5.62689e-11, 0.000173448, 0.019212, 2.77658e-47, 1.5556e-172, 9.59275e-17, 0
1872.49, 0.770648, 0.204791, 0.00514298, 2.14724e-10, 0.00020604, 0.0192116, 2.16688e-48, 1.02599e-170, 8.60291e-17, 0
1892.52, 0.77047, 0.204605, 0.00546991, 2.95881e-10, 0.000243632, 0.0192113, 2.26754e-49, 7.61849e-169, 8.36959e-17, 0
1912.44, 0.770284, 0.20441, 0.00580795, 4.04284e-10, 0.000286798, 0.0192109, 2.69382e-50, 5.42026e-167, 7.85758e-17, 0
1932.24, 0.770091, 0.204206, 0.00615694, 5.47894e-10, 0.000336153, 0.0192104, 7.28475e-48, 3.74413e-157, 2.02723e-16, 0
1951.93, 0.769889, 0.203992, 0.00651666, 7.36631e-10, 0.000392346, 0.0192099, 1.22031e-48, 2.23701e-155, 1.96557e-16, 0
1971.49, 0.769679, 0.203769, 0.00688688, 9.82756e-10, 0.000456062, 0.0192092, 2.53159e-49, 1.52061e-153, 1.97451e-16, 0
1990.93, 0.769461, 0.203535, 0.00726732, 1.3013e-09, 0.000528021, 0.0192086, 5.7637e-50, 9.69798e-152, 2.04096e-16, 0
2010.23, 0.769235, 0.203291, 0.00765767, 1.71052e-09, 0.000608969, 0.0192078, 3.43143e-47, 3.08532e-142, 6.03662e-16, 0
2029.4, 0.769, 0.203036, 0.00805761, 2.23246e-09, 0.000699681, 0.0192069, 1.11676e-47, 1.79706e-140, 6.66914e-16, 0
2048.42, 0.768756, 0.20277, 0.00846676, 2.89351e-09, 0.000800953, 0.0192059, 4.67198e-48, 1.17457e-138, 7.45844e-16, 0
2067.3, 0.768503, 0.202493, 0.00888473, 3.72501e-09, 0.0009136, 0.0192049, 2.0301e-48, 6.98121e-137, 8.30816e-16, 0
2086.02, 0.768242, 0.202205, 0.0093111, 4.76389e-09, 0.00103845, 0.0192037, 9.74531e-49, 4.02429e-135, 9.12467e-16, 9.22371e-320
2104.59, 0.767971, 0.201904, 0.00974542, 6.0534e-09, 0.00117633, 0.0192023, 5.14751e-49, 2.24714e-133, 9.90756e-16, 3.90438e-313
2122.98, 0.767692, 0.201592, 0.0101872, 7.64376e-09, 0.00132809, 0.0192009, 6.25949e-46, 1.77233e-124, 2.92251e-15, 1.21113e-293
2141.21, 0.767403, 0.201267, 0.010636, 9.59293e-09, 0.00149455, 0.0191993, 3.54252e-46, 6.99368e-123, 3.16916e-15, 1.10901e-287
2159.27, 0.767105, 0.20093, 0.0110913, 1.19672e-08, 0.00167653, 0.0191975, 2.05411e-46, 2.52046e-121, 3.43379e-15, 7.15425e-282
2177.14, 0.766798, 0.200579, 0.0115525, 1.48422e-08, 0.00187484, 0.0191956, 1.27545e-46, 8.69347e-120, 3.71439e-15, 3.13378e-276
2194.84, 0.766481, 0.200216, 0.0120191, 1.83031e-08, 0.00209027, 0.0191935, 8.41718e-47, 2.8554e-118, 4.01219e-15, 9.4553e-271
2212.34, 0.766155, 0.199839, 0.0124906, 2.24458e-08, 0.00232355, 0.0191913, 5.66941e-47, 8.59905e-117, 4.33022e-15, 2.06069e-265
2229.65, 0.76582, 0.199449, 0.0129665, 2.73769e-08, 0.00257542, 0.0191889, 9.58021e-44, 1.57087e-108, 1.26916e-14, 4.81693e-249
2246.76, 0.765475, 0.199046, 0.0134461, 3.32148e-08, 0.00284655, 0.0191863, 6.79753e-44, 3.50876e-107, 1.36699e-14, 2.92125e-244
2263.68, 0.765121, 0.198629, 0.0139289, 4.00899e-08, 0.00313758, 0.0191835, 4.90785e-44, 7.24802e-106, 1.4707e-14, 1.7771e-239
2280.39, 0.764758, 0.198198, 0.0144144, 4.8145e-08, 0.0034491, 0.0191805, 3.60292e-44, 1.38699e-104, 1.58036e-14, 9.56834e-235
2296.89, 0.764386, 0.197753, 0.014902, 5.75356e-08, 0.00378165, 0.0191773, 2.68727e-44, 2.46307e-103, 1.69607e-14, 3.87937e-230
2313.19, 0.764004, 0.197295, 0.0153912, 6.84298e-08, 0.00413571, 0.0191739, 2.03491e-44, 4.06619e-102, 1.81788e-14, 1.19269e-225
2329.27, 0.763614, 0.196823, 0.0158815, 8.10093e-08, 0.00451172, 0.0191703, 1.56332e-44, 6.25169e-101, 1.94586e-14, 2.80063e-221
2345.15, 0.763214, 0.196337, 0.0163723, 9.54682e-08, 0.00491004, 0.0191665, 3.2696e-41, 2.54747e-93, 5.65417e-14, 1.10727e-207
2360.81, 0.762806, 0.195837, 0.0168632, 1.12014e-07, 0.00533099, 0.0191624, 2.60845e-41, 3.06489e-92, 6.0359e-14, 9.03321e-204
2376.26, 0.762389, 0.195324, 0.0173537, 1.30866e-07, 0.00577483, 0.0191581, 2.10637e-41, 3.46241e-91, 6.43468e-14, 5.8291e-200
2391.5, 0.761964, 0.194797, 0.0178434, 1.52258e-07, 0.00624175, 0.0191537, 1.77864e-41, 3.80329e-90, 6.85051e-14, 2.89727e-196
2406.52, 0.76153, 0.194257, 0.0183318, 1.76433e-07, 0.00673191, 0.019149, 1.56224e-41, 4.0499e-89, 7.28342e-14, 1.12151e-192
2421.33, 0.761088, 0.193704, 0.0188185, 2.0365e-07, 0.00724539, 0.019144, 1.38474e-41, 4.06503e-88, 7.7334e-14, 3.50518e-189
2435.93, 0.760638, 0.193137, 0.0193032, 2.34174e-07, 0.00778222, 0.0191389, 1.23806e-41, 3.85267e-87, 8.20044e-14, 8.90049e-186
2450.32, 0.76018, 0.192558, 0.0197854, 2.68285e-07, 0.00834239, 0.0191335, 1.11599e-41, 3.4536e-86, 8.68446e-14, 1.84743e-182
2464.5, 0.759715, 0.191966, 0.0202648, 3.06273e-07, 0.00892585, 0.0191279, 1.01376e-41, 2.93317e-85, 9.1854e-14, 3.15402e-179
2478.48, 0.759242, 0.191362, 0.0207412, 3.48436e-07, 0.00953249, 0.019122, 2.71176e-38, 2.78441e-78, 2.63759e-13, 1.23533e-168
2492.25, 0.758762, 0.190745, 0.0212141, 3.95082e-07, 0.0101622, 0.019116, 2.51827e-38, 1.95767e-77, 2.78288e-13, 9.50112e-166
2505.82, 0.758275, 0.190116, 0.0216835, 4.46528e-07, 0.0108147, 0.0191097, 2.35326e-38, 1.31322e-76, 2.93268e-13, 6.18374e-163
2519.19, 0.757782, 0.189476, 0.0221489, 5.03098e-07, 0.0114898, 0.0191032, 2.2121e-38, 8.41736e-76, 3.08695e-13, 3.42369e-160
2532.36, 0.757281, 0.188824, 0.0226102, 5.65125e-07, 0.0121873, 0.0190965, 2.09107e-38, 5.16303e-75, 3.24566e-13, 1.62108e-157
2545.34, 0.756774, 0.188161, 0.0230672, 6.32949e-07, 0.0129068, 0.0190896, 1.98713e-38, 3.03489e-74, 3.40876e-13, 6.59728e-155
2558.13, 0.756261, 0.187487, 0.0235196, 7.06915e-07, 0.0136482, 0.0190825, 1.89781e-38, 1.71201e-73, 3.57621e-13, 2.31911e-152
2570.73, 0.755743, 0.186803, 0.0239674, 7.87374e-07, 0.014411, 0.0190752, 1.8211e-38, 9.28065e-73, 3.74796e-13, 7.07539e-150
2583.15, 0.755218, 0.186108, 0.0244104, 8.74685e-07, 0.0151949, 0.0190676, 1.75532e-38, 4.84125e-72, 3.92398e-13, 1.88248e-147
2595.39, 0.754688, 0.185403, 0.0248484, 9.6921e-07, 0.0159995, 0.0190599, 1.6991e-38, 2.43332e-71, 4.10421e-13, 4.38758e-145
2607.46, 0.754152, 0.184689, 0.0252813, 1.07131e-06, 0.0168244, 0.019052, 1.65128e-38, 1.16479e-70, 4.2886e-13, 8.99783e-143
2619.35, 0.753612, 0.183965, 0.0257091, 1.18137e-06, 0.0176693, 0.0190439, 1.61088e-38, 4.82879e-70, 4.47711e-13, 1.63076e-140
2631.07, 0.753066, 0.183232, 0.0261315, 1.29975e-06, 0.0185338, 0.0190356, 4.97729e-35, 9.2423e-64, 1.26935e-12, 8.49345e-133
2642.63, 0.752516, 0.18249, 0.0265487, 1.42683e-06, 0.0194173, 0.0190271, 4.91778e-35, 3.3839e-63, 1.3228e-12, 8.86858e-131
2654.02, 0.751961, 0.181739, 0.0269604, 1.56301e-06, 0.0203195, 0.0190184, 5.07273e-35, 1.25494e-62, 1.37733e-12, 8.01578e-129
2665.26, 0.751402, 0.18098, 0.0273667, 1.70865e-06, 0.0212401, 0.0190096, 5.24335e-35, 4.34621e-62, 1.43292e-12, 6.55533e-127
2676.35, 0.750838, 0.180213, 0.0277675, 1.86415e-06, 0.0221784, 0.0190005, 5.43009e-35, 1.37246e-61, 1.48957e-12, 4.86759e-125
2687.28, 0.750271, 0.179439, 0.0281628, 2.0299e-06, 0.0231342, 0.0189914, 5.63376e-35, 4.23592e-61, 1.54727e-12, 3.29223e-123
2698.06, 0.7497, 0.178656, 0.0285526, 2.20629e-06, 0.024107, 0.018982, 5.85514e-35, 1.27875e-60, 1.60601e-12, 2.03456e-121
2708.71, 0.749125, 0.177867, 0.0289368, 2.39372e-06, 0.0250964, 0.0189725, 6.09511e-35, 3.77885e-60, 1.66578e-12, 1.15243e-119
2719.21, 0.748547, 0.177071, 0.0293155, 2.59259e-06, 0.0261018, 0.0189628, 6.35464e-35, 1.09389e-59, 1.72657e-12, 6e-118
2729.58, 0.747965, 0.176267, 0.0296886, 2.80329e-06, 0.027123, 0.018953, 6.63451e-35, 2.95031e-59, 1.78836e-12, 2.87987e-116
2739.81, 0.74738, 0.175458, 0.0300562, 3.02623e-06, 0.0281595, 0.0189431, 6.93583e-35, 7.4885e-59, 1.85112e-12, 1.2777e-114
2749.92, 0.746793, 0.174642, 0.0304182, 3.26181e-06, 0.0292109, 0.018933, 7.26008e-35, 1.8693e-58, 1.91488e-12, 5.25374e-113
2759.89, 0.746202, 0.17382, 0.0307747, 3.51044e-06, 0.0302768, 0.0189227, 7.60865e-35, 4.59155e-58, 1.97962e-12, 2.00705e-111
2769.75, 0.745609, 0.172993, 0.0311258, 3.77253e-06, 0.0313567, 0.0189124, 7.98303e-35, 1.11038e-57, 2.04533e-12, 7.14117e-110
2779.48, 0.745013, 0.17216, 0.0314713, 4.04849e-06, 0.0324503, 0.0189018, 8.38487e-35, 2.64517e-57, 2.11201e-12, 2.37209e-108
2789.1, 0.744415, 0.171321, 0.0318115, 4.33873e-06, 0.0335572, 0.0188912, 8.81594e-35, 6.21027e-57, 2.17964e-12, 7.37212e-107
2798.61, 0.743814, 0.170478, 0.0321462, 4.64367e-06, 0.034677, 0.0188804, 9.27815e-35, 1.43768e-56, 2.24823e-12, 2.14844e-105
2808, 0.743211, 0.169629, 0.0324756, 4.96374e-06, 0.0358093, 0.0188696, 3.27579e-31, 5.86049e-51, 6.30028e-12, 2.03722e-100
2817.29, 0.742606, 0.168776, 0.0327997, 5.29934e-06, 0.0369538, 0.0188586, 3.46116e-31, 1.16955e-50, 6.49171e-12, 4.20804e-99
2826.47, 0.742, 0.167919, 0.0331185, 5.65091e-06, 0.03811, 0.0188475, 3.65958e-31, 2.3096e-50, 6.68567e-12, 8.23293e-98
2835.55, 0.741391, 0.167057, 0.033432, 6.01888e-06, 0.0392778, 0.0188362, 3.87192e-31, 4.51467e-50, 6.88213e-12, 1.52822e-96
2844.53, 0.740781, 0.166191, 0.0337404, 6.40367e-06, 0.0404566, 0.0188249, 4.09914e-31, 8.7385e-50, 7.08109e-12, 2.69594e-95
2853.42, 0.740169, 0.165321, 0.0340436, 6.80572e-06, 0.0416462, 0.0188135, 4.34226e-31, 1.67536e-49, 7.28254e-12, 4.52727e-94
2862.2, 0.739555, 0.164448, 0.0343417, 7.22547e-06, 0.0428462, 0.0188019, 4.60239e-31, 3.18249e-49, 7.48646e-12, 7.24779e-93
2870.9, 0.738941, 0.163571, 0.0346347, 7.66336e-06, 0.0440563, 0.0187903, 4.8807e-31, 5.99159e-49, 7.69286e-12, 1.10784e-91
2879.51, 0.738324, 0.16269, 0.0349228, 8.11983e-06, 0.0452762, 0.0187786, 5.17846e-31, 1.1183e-48, 7.90171e-12, 1.61908e-90
2888.03, 0.737707, 0.161806, 0.0352059, 8.59534e-06, 0.0465056, 0.0187668, 5.49705e-31, 2.06985e-48, 8.11302e-12, 2.26564e-89
2896.47, 0.737089, 0.160919, 0.0354841, 9.09033e-06, 0.0477441, 0.0187549, 5.83791e-31, 3.80005e-48, 8.32677e-12, 3.03943e-88
2904.82, 0.736469, 0.160029, 0.0357574, 9.60528e-06, 0.0489916, 0.0187429, 6.20262e-31, 6.92186e-48, 8.54297e-12, 3.91418e-87
2913.1, 0.735849, 0.159137, 0.0360259, 1.01406e-05, 0.0502477, 0.0187308, 6.59288e-31, 1.25126e-47, 8.76161e-12, 4.8447e-86
2921.3, 0.735228, 0.158241, 0.0362897, 1.06969e-05, 0.0515121, 0.0187187, 7.01051e-31, 2.24526e-47, 8.9827e-12, 5.77028e-85
2929.42, 0.734605, 0.157343, 0.0365488, 1.12744e-05, 0.0527845, 0.0187064, 7.45721e-31, 3.90926e-47, 9.20616e-12, 6.62085e-84
2937.46, 0.733983, 0.156443, 0.0368032, 1.18738e-05, 0.0540648, 0.0186941, 7.93494e-31, 6.56429e-47, 9.43198e-12, 7.32678e-83
2945.44, 0.733359, 0.155541, 0.0370531, 1.24956e-05, 0.0553526, 0.0186817, 8.50916e-31, 1.10397e-46, 9.66022e-12, 7.76985e-82
2953.34, 0.732735, 0.154636, 0.0372983, 1.31401e-05, 0.0566476, 0.0186693, 9.28298e-31, 1.87742e-46, 9.89088e-12, 7.83011e-81
2961.18, 0.732111, 0.15373, 0.0375391, 1.38079e-05, 0.0579497, 0.0186568, 1.01274e-30, 3.17423e-46, 1.0124e-11, 7.63571e-80
2968.95, 0.731486, 0.152821, 0.0377754, 1.44996e-05, 0.0592586, 0.0186442, 1.10488e-30, 5.33657e-46, 1.03595e-11, 7.21233e-79
2976.66, 0.730861, 0.151911, 0.0380074, 1.52155e-05, 0.0605741, 0.0186316, 1.20542e-30, 8.92276e-46, 1.05975e-11, 6.60418e-78
2984.3, 0.730235, 0.150999, 0.0382349, 1.59563e-05, 0.0618959, 0.0186189, 1.31513e-30, 1.48396e-45, 1.08379e-11, 5.86773e-77
2991.88, 0.72961, 0.150086, 0.0384582, 1.67224e-05, 0.0632238, 0.0186061, 1.43484e-30, 2.45528e-45, 1.10807e-11, 5.06286e-76
2999.41, 0.728984, 0.149171, 0.0386772, 1.75144e-05, 0.0645576, 0.0185933, 1.56546e-30, 4.04202e-45, 1.1326e-11, 4.24572e-75
3006.87, 0.728358, 0.148255, 0.038892, 1.83329e-05, 0.0658971, 0.0185804, 1.708e-30, 6.62185e-45, 1.15738e-11, 3.46321e-74
3014.28, 0.727732, 0.147337, 0.0391026, 1.91783e-05, 0.0672421, 0.0185675, 1.86352e-30, 1.0797e-44, 1.1824e-11, 2.74984e-73
3021.63, 0.727105, 0.146419, 0.0393091, 2.00512e-05, 0.0685924, 0.0185545, 2.03323e-30, 1.75239e-44, 1.20767e-11, 2.12695e-72
3028.93, 0.726479, 0.145499, 0.0395115, 2.09523e-05, 0.0699478, 0.0185415, 2.21842e-30, 2.83152e-44, 1.23319e-11, 1.60374e-71
3036.18, 0.725853, 0.144578, 0.0397099, 2.1882e-05, 0.0713081, 0.0185284, 2.4205e-30, 4.55541e-44, 1.25896e-11, 1.17965e-70
3043.38, 0.725228, 0.143657, 0.0399043, 2.28409e-05, 0.0726731, 0.0185153, 2.64103e-30, 7.29799e-44, 1.28498e-11, 8.4698e-70
3050.53, 0.724602, 0.142735, 0.0400947, 2.38297e-05, 0.0740427, 0.0185021, 2.88168e-30, 1.1644e-43, 1.31126e-11, 5.94003e-69
3057.63, 0.723977, 0.141812, 0.0402813, 2.4849e-05, 0.0754166, 0.0184889, 3.14431e-30, 1.85043e-43, 1.33779e-11, 4.07164e-68
3064.68, 0.723351, 0.140888, 0.040464, 2.58993e-05, 0.0767947, 0.0184756, 3.43094e-30, 2.92932e-43, 1.36458e-11, 2.72945e-67
3071.69, 0.722727, 0.139964, 0.0406428, 2.69813e-05, 0.0781769, 0.0184623, 3.74378e-30, 4.61989e-43, 1.39162e-11, 1.79043e-66
3078.65, 0.722102, 0.13904, 0.0408179, 2.80956e-05, 0.0795629, 0.018449, 4.08523e-30, 7.25959e-43, 1.41892e-11, 1.14991e-65
3085.57, 0.721478, 0.138115, 0.0409893, 2.92429e-05, 0.0809527, 0.0184356, 4.45793e-30, 1.13672e-42, 1.44648e-11, 7.23484e-65
3092.45, 0.720855, 0.13719, 0.0411569, 3.04238e-05, 0.082346, 0.0184223, 4.86477e-30, 1.77379e-42, 1.47431e-11, 4.46153e-64
3099.29, 0.720231, 0.136265, 0.0413209, 3.16391e-05, 0.0837427, 0.0184088, 1.82449e-26, 1.30603e-37, 4.08396e-11, 1.74454e-62
3106.09, 0.719609, 0.135339, 0.0414812, 3.28893e-05, 0.0851426, 0.0183954, 1.98989e-26, 1.96504e-37, 4.16105e-11, 9.07619e-62
3112.85, 0.718987, 0.134413, 0.041638, 3.41752e-05, 0.0865457, 0.0183819, 2.17025e-26, 2.94797e-37, 4.23887e-11, 4.6415e-61
3119.58, 0.718365, 0.133488, 0.0417911, 3.54975e-05, 0.0879518, 0.0183684, 2.36692e-26, 4.41008e-37, 4.31743e-11, 2.33418e-60
3126.27, 0.717745, 0.132562, 0.0419408, 3.68569e-05, 0.0893607, 0.0183548, 2.5814e-26, 6.57924e-37, 4.39673e-11, 1.15481e-59
3132.92, 0.717125, 0.131637, 0.042087, 3.82542e-05, 0.0907723, 0.0183412, 2.81531e-26, 9.78915e-37, 4.47678e-11, 5.62296e-59
3139.54, 0.716505, 0.130711, 0.0422297, 3.96902e-05, 0.0921865, 0.0183276, 3.07041e-26, 1.45274e-36, 4.5576e-11, 2.69568e-58
3146.12, 0.715886, 0.129786, 0.0423691, 4.11655e-05, 0.0936031, 0.018314, 3.34864e-26, 2.15047e-36, 4.63918e-11, 1.27289e-57
3152.68, 0.715268, 0.128861, 0.042505, 4.2681e-05, 0.0950221, 0.0183004, 3.65213e-26, 3.17553e-36, 4.72153e-11, 5.92226e-57
3159.2, 0.714651, 0.127937, 0.0426375, 4.42375e-05, 0.0964432, 0.0182867, 3.98318e-26, 4.67808e-36, 4.80466e-11, 2.71594e-56
3165.69, 0.714035, 0.127013, 0.0427668, 4.58358e-05, 0.0978665, 0.018273, 4.34432e-26, 6.87568e-36, 4.88859e-11, 1.22812e-55
3172.15, 0.713419, 0.126089, 0.0428927, 4.74768e-05, 0.0992917, 0.0182593, 4.73822e-26, 9.91917e-36, 4.97329e-11, 5.47776e-55
3178.58, 0.712805, 0.125166, 0.0430154, 4.91613e-05, 0.100719, 0.0182456, 5.16788e-26, 1.40654e-35, 5.05878e-11, 2.41075e-54
3184.99, 0.712191, 0.124244, 0.0431349, 5.08901e-05, 0.102148, 0.0182318, 5.63668e-26, 1.99069e-35, 5.14508e-11, 1.04718e-53
3191.37, 0.711578, 0.123322, 0.0432511, 5.26643e-05, 0.103578, 0.0182181, 6.14823e-26, 2.81221e-35, 5.2322e-11, 4.49106e-53
3197.72, 0.710967, 0.122401, 0.0433642, 5.44846e-05, 0.10501, 0.0182043, 6.70648e-26, 3.9656e-35, 5.32015e-11, 1.90221e-52
3204.05, 0.710356, 0.12148, 0.0434741, 5.63521e-05, 0.106443, 0.0181905, 7.31576e-26, 5.58231e-35, 5.40893e-11, 7.9597e-52
3210.35, 0.709746, 0.12056, 0.0435809, 5.82677e-05, 0.107878, 0.0181767, 7.98081e-26, 7.84482e-35, 5.49857e-11, 3.2914e-51
